Row_ID,Paper_ID,Authors,Year,Title,ID_FullText,Case countries,Continent,Latitude,Longitude,Food system classification ,"Non-legume main Farm/forest products for 
 which the production is being intensified (NOT all products produced)",Legume,Legume_all,Ecological outcome,Social outcome,Combined ecological-social outcome,Description combined ecological-social outcome,Description combined ecological-social outcome
304,622,"Tonitto C., Ricker-Gilbert J.E.",2016,Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability,255,Burkina Faso,Africa,11.16514293,-4.533322267,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Lose,Win,Lose-Win,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
305,622,"Tonitto C., Ricker-Gilbert J.E.",2016,Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability,255,Ethiopia,Africa,9.019071903,38.75423335,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Lose,Win,Lose-Win,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
207,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,178,India,Asia,9.5833335,79.0333335,Non-Grain / Cowpea + Red Gram,Pigeon Pea,Cowpea,Cowpea,Lose,Win,Lose-Win,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
364,767,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016, Feb). ",2016,Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali,352,Mali,Africa,12.2845189,-5.342026519,Grain / Cowpea,Maize,Cowpea,Cowpea,Lose,Win,Lose-Win,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
306,622,"Tonitto C., Ricker-Gilbert J.E.",2016,Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability,255,Zimbabwe,Africa,-17.83258517,31.05112292,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Lose,Win,Lose-Win,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
309,622,"Tonitto C., Ricker-Gilbert J.E.",2016,Nutrient management in African sorghum cropping systems: applying meta-analysis to assess yield and profitability,255,Zimbabwe,Africa,-17.83258517,31.05112292,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Lose,Win,Lose-Win,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
365,767,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016, Feb). ",2016,Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali,352,Mali,Africa,12.2845189,-5.342026519,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Lose,Win-Lose,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
367,768,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., Adam, M., Sogoba, B., & Giller, K. E. (2017, Sep). ",2017,Co-learning cycles to support the design of innovative farm systems in southern Mali,353,Mali,Africa,12.2845189,-5.342026519,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Lose,Win-Lose,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
215,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,184,Nepal,Asia,28.628282,82.295692,Grain / Cowpea + Black Gram,Maize-Millet,Cowpea,Cowpea,Win,Lose,Win-Lose,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
216,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,184,Nepal,Asia,28.008822,83.399987,Grain / Cowpea + Black Gram,Maize-Millet,Cowpea,Cowpea,Win,Lose,Win-Lose,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
238,510,"Ruangsanka S., Sanfan S., Chaiwong U.",2021,"Does intercropping of baby corn (Zea mays l.) with pulse legumes improve soil fertility, crop productivity and profitability?",204,Thailand,Asia,14.642869,101.315256,Grain / Cowpea,Corn,Cowpea,Cowpea,Win,Lose,Win-Lose,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
113,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana,105,Ghana,Africa,10.833333,-1.066667,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
164,412,"Narkhede W.N., Deshmukh M.S., Bhale V.M., Gill M.S., Gadade G.D., More S.S.",2011,Diversification of cropping systems under assured irrigated conditions in central plateau zone of Maharashtra,156,India,Asia,19.266667,76.783333,Grain / Cowpea,Maize-wheat,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
255,539,"Sharma A.R., Behera U.K.",2009,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,218,India,Asia,28.066667,77.016667,Grain / Cowpea,Maize-wheat,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
220,495,"Ranjan R., Sharma N.K., Kumar A., Pramanik M., Mehta H., Ojasvi P.R., Yadav R.S.",2021,"Evaluation of maize-based intercropping on runoff, soil loss, and yield in foothills of the Indian sub-Himalayas",196,India,Asia,30.35132725,77.87025219,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
383,782,"Baishya, L. K., Jamir, T., Walling, N., & Rajkhowa, D. J. (2021, Nov). ",2021,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",367,India,Asia,20.466667,84.233333,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
96,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",94,Indonesia,Asia,-8.083333,112.033333,Grain / Cowpea,Rice,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
100,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",94,Indonesia,Asia,-8.083333,112.033333,Non-Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
351,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R., ",2014,Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.,329,Kenya,Africa,-0.430619,34.206908,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
212,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,184,Nepal,Asia,28.628282,82.295692,Grain / Cowpea + Black Gram,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
213,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,184,Nepal,Asia,28.008822,83.399987,Grain / Cowpea + Black Gram,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
214,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,184,Nepal,Asia,27.788351,84.870625,Grain / Cowpea + Black Gram,Maize-Millet,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
134,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop,123,South Africa,Africa,-25.440278,30.9825,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
264,546,"Sharma S.K., Singh J.",2014,Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions,221,India,Asia,29.15017,75.704463,Non-Grain / Cowpea,Castor,Cowpea,Cowpea,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
162,410,"Naresh R.K., Singh S.P., Kumar P., Singh B., Singh P.K., Chauhan P., Rathore R.S.",2014,"Sustainability of maize (Zea mays)-wheat (Triticum aestivum) cropping system under legumes intercropping and effect of nitrogen level on light distribution, soil temperature and crop productivity",154,India,Asia,29.074154,77.707275,Grain / Cowpea,Maize-wheat,Cowpea,Cowpea,Mix,Win,Mix-Win,Positive Social Outcome,Positive Social Outcome
54,118,"da Silva J.N., Neto F.B., de Lima J.S.S., Chaves A.P., Nunes R.L.C., Rodrigues G.S.O., Lino V.A.D.S., de Sá J.M., Dos Santos E.C.",2020,Sustainability of carrot-cowpea intercropping systems through optimization of green manuring and spatial arrangements [Sustentabilidade de sistemas consorciados de cenoura e feijão-caupi por meio da otimização da adubação verde e arranjos espaciais],54,Brazil,South America,-5.191944,-37.344444,Non-Grain / Cowpea,Carrot,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
324,699,"Zougmore R., Kambou F.N., Ouattara K., Guillobez S.",2000,"Sorghum-cowpea intercropping: An effective technique against runoff and soil erosion in the sahel (saria, burkina faso)",282,Burkina Faso,Africa,12.27541981,-2.155864839,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
79,202,"Gnahoua J.G., Ettien D.J.B., N’zué B., De Neve S., Boeckx P.",2016,Assessment of low-input technologies to improve productivity of early harvested cassava in Côte d’Ivoire,79,Côte d’Ivoire,Africa,5.326445746,-4.369359648,Non-Grain / Cowpea,Cassava,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
81,202,"Gnahoua J.G., Ettien D.J.B., N’zué B., De Neve S., Boeckx P.",2016,Assessment of low-input technologies to improve productivity of early harvested cassava in Côte d’Ivoire,79,Côte d’Ivoire,Africa,5.350437589,-3.877366137,Non-Grain / Cowpea,Cassava,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
58,132,"Dayal D., Mangalassery S., Meena S.L., Ram B.",2015,Productivity and profitability of legumes as influenced by integrated nutrient management with fruit crops under hot arid ecology,57,India,Asia,23.215138,69.792388,Non-Grain / Cowpea,"Pomegranate, Ber/jujube (Ziziphus mauritiana), Aonla/Indian gooseberry (Embelica officinalis)",Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
260,542,"Sharma N.K., Singh R.J., Mandal D., Kumar A., Alam N.M., Keesstra S.",2017,"Increasing farmer's income and reducing soil erosion using intercropping in rainfed maize-wheat rotation of Himalaya, India",220,India,Asia,30.344444,77.87,Grain / Cowpea,Maize-wheat,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
231,505,"Reddy P.R.R., Mohammad S.",2009,Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions,202,India,Asia,18.05,79.366667,Non-Grain / Cowpea,Cotton,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
217,477,"Pradhan A., Chan C., Roul P.K., Halbrendt J., Sipes B.",2018,Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach,190,India,Asia,21.639709,85.565213,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
218,478,"Pradhan A., Idol T., Roul P.K.",2016,Conservation agriculture practices in rainfed uplands of india improve maize-based system productivity and profitability,191,India,Asia,20.848717,85.575169,Grain / Cowpea + Horse Gram,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
37,96,"Chan C., Sipes B., Ayman A., Zhang X., LaPorte P., Fernandes F., Pradhan A., Chan-Dentoni J., Roul P.",2017,Efficiency of conservation agriculture production systems for smallholders in rain-fed uplands of India: A transformative approach to food security,41,India,Asia,21.521686,85.707609,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
222,496,"Rao M.R., Mathuva M.N.",2000,Legumes for improving maize yields and income in semi-arid Kenya,197,Kenya,Africa,-1.55,37.233333,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
300,616,"Thierfelder C., Cheesman S., Rusinamhodzi L.",2013,Benefits and challenges of crop rotations in maize-based conservation agriculture (CA) cropping systems of southern Africa,253,Malawi,Africa,-13.973,33.654,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
173,421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi,162,Malawi,Africa,-13.79640584,34.48174881,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
240,514,"Rusinamhodzi L., Corbeels M., Nyamangara J., Giller K.E.",2012,Maize-grain legume intercropping is an attractive option for ecological intensification that reduces climatic risk for smallholder farmers in central Mozambique,206,Mozambique,Africa,-18.833333,33.183333,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
211,461,"Paudel B., Chan C., Halbrendt J., Crow S.E., Radovich T.J.K., Norton G.",2016,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,184,Nepal,Asia,27.788351,84.870625,Grain / Cowpea + Black Gram,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
38,97,"Chapagain T., Pudasaini R., Ghimire B., Gurung K., Choi K., Rai L., Magar S., BK B., Raizada M.N.",2018,"Intercropping of maize, millet, mustard, wheat and ginger increased land productivity and potential economic returns for smallholder terrace farmers in Nepal",42,Nepal,Asia,28.323333,85.167222,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
270,564,"Singh B.B., Ajeigbe H.",2007,Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa,231,Nigeria,Africa,12.760556,4.0375,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
273,564,"Singh B.B., Ajeigbe H.",2007,Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa,231,Nigeria,Africa,12.760556,4.0375,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
202,441,"Oyeogbe A., Otoadese J., Ehanire B.",2021,"Diversification of maize-based intercropping systems in tropical rainforest agroecosystem of Nigeria: Productivity, profitability and soil fertility",176,Nigeria,Africa,6.316619592,5.577270124,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
271,564,"Singh B.B., Ajeigbe H.",2007,Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa,231,Nigeria,Africa,11.81017342,8.860794604,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
272,564,"Singh B.B., Ajeigbe H.",2007,Improved cowpea-cereals-based cropping systems for household food security and poverty reduction in West Africa,231,Nigeria,Africa,11.81017342,8.860794604,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
104,268,"Kaizzi K.C., Byalebeka J., Wortmann C.S., Mamo M.",2007,Low input approaches for soil fertility management in semiarid eastern Uganda,101,Uganda,Africa,1.183333,33.75,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
105,268,"Kaizzi K.C., Byalebeka J., Wortmann C.S., Mamo M.",2007,Low input approaches for soil fertility management in semiarid eastern Uganda,101,Uganda,Africa,1.183333,33.75,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
106,268,"Kaizzi K.C., Byalebeka J., Wortmann C.S., Mamo M.",2007,Low input approaches for soil fertility management in semiarid eastern Uganda,101,Uganda,Africa,1.666667,34,Grain / Cowpea,Sorghum,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
160,409,"Namatsheve T., Chikowo R., Corbeels M., Mouquet-Rivier C., Icard-Vernière C., Cardinael R.",2021,"Maize-cowpea intercropping as an ecological intensification option for low input systems in sub-humid Zimbabwe: Productivity, biological N2-fixation and grain mineral content",153,Zimbabwe,Africa,17.958056,31.363611,Grain / Cowpea,Maize,Cowpea,Cowpea,Win,Win,Win-Win,Positive Socio-ecological Outcomes,Positive Socio-ecological Outcomes
135,337,"Li R., Lin H., Niu H., Chen Y., Zhao S., Fan L.",2019,"Smallholder preference and agroecosystem service trade-offs: A case study in Xinzheng County, China",126,China,Asia,34.405157,113.672565,Grain / Groundnut,Wheat,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
112,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana,105,Ghana,Africa,9.966667,-0.666667,Grain / Groundnut,Maize,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
143,366,"Manjunath B.L., Paramesh V., Mahajan G.R., Reddy K.V., Das B., Singh N.P.",2018,"A five years study on the selection of rice based cropping systems in Goa, for west coast region of India",135,India,Asia,15.498594,73.916948,Grain / Groundnut,Rice,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
276,570,"Singh R.J., Ahlawat I.P.S.",2015,Energy budgeting and carbon footprint of transgenic cotton–wheat production system through peanut intercropping and FYM addition,234,India,Asia,28.583333,77.2,Grain + Non-Grain / Groundnut,Cotton-Wheat,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
48,105,"Choudhary V.K., Kumar P.S.",2016,"Productivity, Water Use and Energy Profitability of Staggered Maize–Legume Intercropping in the Eastern Himalayan Region of India",48,India,Asia,27.980252,94.691135,Grain / Groundnut,Maize,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
89,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",94,Indonesia,Asia,-8.083333,112.033333,Grain / Groundnut,Cassava,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
293,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,Biodiversity can support a greener revolution in Africa,240,Malawi,Africa,-11.359399,33.884173,Grain / Groundnut,Maize,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
286,583,"Snapp S.S., Blackie M.J., Gilbert R.A., Bezner-Kerr R., Kanyama-Phiri G.Y.",2010,Biodiversity can support a greener revolution in Africa,240,Malawi,Africa,-13.5,33.9,Grain / Groundnut,Maize,Groundnut,Groundnut,Mix,Mix,Mix-Mix,Mixed Socio-ecological Outcomes,Mixed Socio-ecological Outcomes
227,497,"Rao M.R., Singh M.",1990,Productivity and risk evaluation in constrasting intercropping systems,198,India,Asia,17.511047,78.275,Grain / Groundnut,Pearl Millet,Groundnut,Groundnut,Lose,Win,Lose-Win,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
174,421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi,162,Malawi,Africa,-13.79640584,34.48174881,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Lose,Win-Lose,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
170,421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi,162,Malawi,Africa,-14.74039946,34.68376809,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Lose,Win-Lose,Opposing Socio-ecological Outcome,Opposing Socio-ecological Outcome
115,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana,105,Ghana,Africa,10.833333,-1.066667,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
256,539,"Sharma A.R., Behera U.K.",2009,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,218,India,Asia,28.066667,77.016667,Grain / Groundnut,Maize-wheat,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
381,782,"Baishya, L. K., Jamir, T., Walling, N., & Rajkhowa, D. J. (2021, Nov). ",2021,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",367,India,Asia,20.466667,84.233333,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
385,783,"Baishya, L. K., Ansari, M. A., Sarkar, D., Ghosh, M., Kumar, S., & Prakash, N. (2016).  [Article]. Research on Crops, 17(2), 268-275. https://doi.org/10.5958/2348-7542.2016.00046.2 ",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,368,India,Asia,24.33532115,93.99799271,Grain / Groundnut,Rice,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
387,783,"Baishya, L. K., Ansari, M. A., Sarkar, D., Ghosh, M., Kumar, S., & Prakash, N. (2016).  [Article]. Research on Crops, 17(2), 268-275. https://doi.org/10.5958/2348-7542.2016.00046.2 ",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,368,India,Asia,24.33532115,93.99799271,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
51,106,"Choudhary V.K., Kumar P.S.",2013,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India",49,India,Asia,27.980252,94.691135,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
362,765,"Harsono, A., & Pratiwi, H. (2017, May). ",2017,The increase of Ultisol productivity based on intercropping cassava with peanut and soybean,350,Indonesia,Asia,-5.060818001,105.5454186,Non-Grain / Groundnut,Cassava,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
93,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",94,Indonesia,Asia,-8.083333,112.033333,Grain / Groundnut,Rice,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
97,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",94,Indonesia,Asia,-8.083333,112.033333,Non-Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
355,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R., ",2014,Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.,329,Kenya,Africa,-0.430619,34.206908,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
197,435,"Ojiem J.O., Franke A.C., Vanlauwe B., de Ridder N., Giller K.E.",2014,Benefits of legume-maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya,171,Kenya,Africa,0.033333,34.333333,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
191,435,"Ojiem J.O., Franke A.C., Vanlauwe B., de Ridder N., Giller K.E.",2014,Benefits of legume-maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya,171,Kenya,Africa,0,34.683333,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
185,435,"Ojiem J.O., Franke A.C., Vanlauwe B., de Ridder N., Giller K.E.",2014,Benefits of legume-maize rotations: Assessing the impact of diversity on the productivity of smallholders in Western Kenya,171,Kenya,Africa,7.383333,34.733333,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
359,758,"Komarek AM, Koo J, Haile B, Msangi S, Azzarri C.",2018,"Trade-offs and synergies between yield, labor, profit, and risk in Malawian maize-based cropping systems.",343,Malawi,Africa,-14.415645,34.602783,Grain / Groundnut,Maize,Groundnut,Groundnut,Win,Mix,Win-Mix,Positive Ecological Outcome,Positive Ecological Outcome
