"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Climate_regulation","Disease_regulation","Pest_regulation","Water_regulation","Water_purification","Pollination","Soil_formation","Nutrient_cycling","Primary_production","Biodiversity_composition_spp_occurrence_abundance","Biodiversity_structure_habitat","Biodiversity_functions_processes_soil_organic_carbon","Recoded_spect_of_function","Profit","Financial_security","Physical_capital","Savings_labour_cost","Natural_capital","Health","Education","Social_cultural_relations","Food_security","Employment","Justice","Property_rights","Combined_ecological_social_outcome"
191,406,"Naab J.B., Mahama G.Y., Yahaya I., Prasad P.V.V.",2017,"Conservation agriculture improves soil quality, crop yield, and incomes of smallholder farmers in north western Ghana","Naab, J. B., Mahama, G. Y., Yahaya, I., & Prasad, P. V. V. (2017). Conservation Agriculture Improves Soil Quality, Crop Yield, and Incomes of Smallholder Farmers in North Western Ghana. Front Plant Sci, 8, 996. doi:10.3389/fpls.2017.00996","Farm","Experiment (on farm)","Ghana","Africa","LMIC","Synthetic - below threshold","rainfed",1.20017887192526,"Non-legume yield only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00353050121542,1.16,NA,NA,NA,1.15277777777778,"Carbon",2.41978300633982,NA,NA,0.710185972207036,NA,NA,NA,NA,NA,NA,NA,NA,"Win-Mix"
214,422,"Ngwira A.R., Thierfelder C., Lambert D.M.",2013,"Conservation agriculture systems for Malawian smallholder farmers: Long-term effects on crop productivity, profitability and soil quality","Ngwira, A. R., Thierfelder, C., & Lambert, D. M. (2012). Conservation agriculture systems for Malawian smallholder farmers: long-term effects on crop productivity, profitability and soil quality. Renewable Agriculture and Food Systems, 28(4), 350-363. doi:10.1017/s1742170512000257","Field","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",1.04799156536898,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,1.05511811023622,NA,NA,1.26736788257707,NA,0.967912813776642,1.28213837451642,NA,0.882879218086278,"Carbon",1.1414466130884,NA,NA,0.761904761904762,NA,NA,NA,NA,NA,NA,NA,NA,"Mix-Mix"
215,422,"Ngwira A.R., Thierfelder C., Lambert D.M.",2013,"Conservation agriculture systems for Malawian smallholder farmers: Long-term effects on crop productivity, profitability and soil quality","Ngwira, A. R., Thierfelder, C., & Lambert, D. M. (2012). Conservation agriculture systems for Malawian smallholder farmers: long-term effects on crop productivity, profitability and soil quality. Renewable Agriculture and Food Systems, 28(4), 350-363. doi:10.1017/s1742170512000257","Field","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",1.11590643274854,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,1.00811907983762,NA,NA,0.755926520704907,NA,1.25258969720971,1.46723330869672,NA,1.13801390492175,"Carbon",0.930487942941243,NA,NA,0.761904761904762,NA,NA,NA,NA,NA,NA,NA,NA,"Mix-Lose"
316,570,"Singh R.J., Ahlawat I.P.S.",2015,"Energy budgeting and carbon footprint of transgenic cotton–wheat production system through peanut intercropping and FYM addition","Singh, R. J., & Ahlawat, I. P. S. (2015). Energy budgeting and carbon footprint of transgenic cotton-wheat production system through peanut intercropping and FYM addition. Environmental Monitoring and Assessment, 187(5), 16. doi:10.1007/s10661-015-4516-4","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",1.1596,"Cumulative grain yield",NA,NA,1.07692,NA,NA,NA,1.5,NA,NA,NA,NA,NA,1.366426,1.2416851,NA,NA,1.0444444,"Carbon",1.263736264,NA,0.9219448,1.0279296,NA,NA,NA,NA,NA,NA,NA,NA,"Mix-Mix"
328,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.012","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",2.99312147,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1556586,2.5636227,NA,NA,1.1375668,"Carbon",3.025184165,1.0217391,NA,1.1021021,NA,NA,NA,NA,1.6392857,NA,0.4925373,NA,"Win-Mix"
329,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.013","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",1.55517902,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1384703,1.9631174,NA,NA,1.1252909,"Carbon",1.618830638,1.0217391,NA,1.039039,NA,NA,NA,NA,1.9285714,NA,0.641791,NA,"Win-Mix"
330,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.014","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",2.73558914,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1094273,2.0161124,NA,NA,1.0977754,"Carbon",2.762192306,1.0643116,NA,1.1021021,NA,NA,NA,NA,4.3125,NA,2.030303,NA,"Win-Win"
331,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.015","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",1.82935376,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0700004,1.7262985,NA,NA,1.0680463,"Carbon",2.019519854,1.0643116,NA,1.039039,NA,NA,NA,NA,4.6875,NA,1.5151515,NA,"Win-Win"
332,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.016","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",5.34979461,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08854,3.276748,NA,NA,1.0900815,"Carbon",6.075752117,1.2096774,NA,1.1021021,NA,NA,NA,NA,NA,NA,4,NA,"Win-Win"
333,582,"Snapp S.S., Grabowski P., Chikowo R., Smith A., Anders E., Sirrine D., Chimonyo V., Bekunda M.",2018,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?","Snapp, S. S., Grabowski, P., Chikowo, R., Smith, A., Anders, E., Sirrine, D., . . . Bekunda, M. (2018). Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible? Agricultural Systems, 162, 77-88. doi:10.1016/j.agsy.2018.01.017","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",4.2351908,"Cumulative grain yield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0843932,2.1188039,NA,NA,1.0868973,"Carbon",5.734606363,1.2096774,NA,1.039039,NA,NA,NA,NA,NA,NA,2.5,NA,"Win-Win"
