uniqueID,StudyID_IDALL,Authors,Year,Title,Citation,Unit of analysis,Data type,data.collection,Setting Type,Time period,Time scale (years),Total treatments (including controls),Number of intercrop or rotation treatments including grain legumes (not sole legumes),Number of nonintercrop or non rotation treatments not including grain legumes (including sole-cropping controls),Total number of replicates per treatment,Number of study regions/sites,time.simpl,replicates.simp,Are the authors studying/identifying legume introduction intensification as the main source of ES change?,Are the authors studying/identifying legume introduction as the main source of wellbeing change?,What other drivers are identified as key to ES or well-being change?,Case_countries,Regional_groupings,Regional_groupings_ID,"Subnational 
 case area (specify province/region)",Continent,WorldBank National Income Group,Latitude_Decimal_Degrees_N,Longitude (Decimal Degrees) E,Is intensification defined?,Authors' intensification definition,Study design,Intensification actors,Actors.categories,Type of land use intensification described,Simplified cropping system,Intensification type: Crop Change/Addition,Intensification type: Increased Rows/Strip width,Intensification type: Increased rotations,Spatial arrangement of intercropping,Other agro-ecological innovations,Recoded other agro-ecological innovations - Primary ,Recoded other agro-ecological innovations - Secondary,Food system classification ,Non-legume main crop,Legume_category,Grain legume product: Chickpea,Grain legume product: Cowpea,Grain legume product: Groundnut,Grain legume product: Lentil,Grain legume product: Mung bean,Grain legume product: Pigeonpea,Grain legume product: Faba Bean,Grain legume product: Common Bean,Grain legume product: Soybean,Grain legume product: Pea,Grain legume product: Grain legumes (unspecified/other),Other products not target of intensification,"Mineral Fertiliser
 N–P2O5–K2O kgha?1",Synthetic fertiliser category,Water source,All_services_average_percent_transf,All_services_average,Yield,Freshwater,Fuelwood,Fiber,Biochemicals,Genetic_resources,Climate_regulation,Disease_regulation,Pest_regulation,Water_regulation,Water_purification,Soil_formation,Nutrient_cycling,Primary_production,Biodiversity_composition,Biodiversity_structure,Nonecon_wellbeing_average_percent_transf,Nonecon_wellbeing_average,Natural_capital,Health,Education,Social_cultural_relations,Food_security,Employment,Justice,Property_rights,Combined ecological-social outcome,Is the intensification (according to authors) causing changes in demand/ preferences for certain ES?,"If intensification is leading to changed demands, specify whose demand and which ES",IF Yes to changed demands: Are the changes disaggregated by different groups?,"If disaggregated by different groups, specify categorization (e.g. rich/poor, men/women, land-owners/labourers, other)","If disaggregated by groups, specify for which ES/ wellbeing aspects the results are disaggregated","If disaggregated by groups, specify the reported difference","Trade-offs mentioned between 1) different ES, 2) different wellbeing aspects, or 3) ES and wellbeing",General factors enabling adoption,General factors constraining adoption,Factors identified as enabling ecosystem services,Factors identified as constraining ecosystem services,Factors identified as enabling well being,Factors identified as constraining well being,Notes,Documentation of methods of data extraction,Secondary reference,Study spatial design (do they have enough replicates?),Study temporal design (do they collect data over multiple points in time?),Confounding variables (Were baseline characteristics of the intervention comparable with the control or were potential confounders at baseline approximately adjusted for in analysis?),Reporting,Risk of bias,Tools for assessment (Were valid and reliable tools used to assess  outcomes?),Sum.Quality
106,220,"Harsono A., Elisabeth D.A.A., Muzaiyanah S., Rianto S.A.",2020,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia","Harsono, A., Elisabeth, D. A. A., Muzaiyanah, S., & Rianto, S. A. (2020). Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia. Biodiversitas, 21(8), 3744-3754. doi:10.13057/biodiv/d210842",Plot,Quantitative,Experiment (on farm),RC,2019,1,3,2,1,3,2,1, 5-10,Yes,Yes,"Weather fluctuation (drought), food security",Indonesia,South-east Asia,4,East Java - Gesing Village of Semanding Subdistrict,Asia,LMIC,-6.970069,112.111381,Yes,"""increase land productivity""",Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Cereal-legume,Intercrop,1,0,0,Row,Seed improvement (legume cultivar diversification),Seed improvement,,Grain / Soybean,Maize,Soybean,0,0,0,0,0,0,0,0,1,0,0,,Maize: 300-150-50; soybean: 30-60-30,Synthetic - above threshold,rainfed,34.505588,1.34505588,1.34505588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1.59,1.59,NA,NA,NA,NA,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,"Yes: increased cost of production but increased benefits (yield, revenue)",NA,NA,"Low rainfall - caused miaze to grow more slowly and provide less competition for soybean, resulting in higher soybean productivity; planting pattern: ""Soybean intercropping with maize in double row with plant spacing of (40 x 20) cm x 200 cm on DLDC of Tuban District was able to produce maize seeds which were not different from maize monoculture""","Soil quality (low fertility, high alkalinity, not optimal for soybean cultivation); Low rainfall/drought stress (particularly affected maize, rainfall met soybean crop needs)","Planting pattern: ""Soybean intercropping with maize in double row with plant spacing of (40 x 20) cm x 200 cm on DLDC of Tuban District was able to produce maize seeds which were not different from maize monoculture""",Low rainfall/drought stress,,"Table 3 = yield, Table 4=LER Table 5= income",,2,1,2,2,2,2,11
279,521,"Saidia P.S., Asch F., Kimaro A.A., Germer J., Kahimba F.C., Graef F., Semoka J.M.R., Rweyemamu C.L.",2019,Soil moisture management and fertilizer micro-dosing on yield and land utilization efficiency of inter-cropping maize-pigeon-pea in sub humid Tanzania,"Saidia, P. S., Asch, F., Kimaro, A. A., Germer, J., Kahimba, F. C., Graef, F., . . . Rweyemamu, C. L. (2019). Soil moisture management and fertilizer micro-dosing on yield and land utilization efficiency of inter-cropping maize-pigeon-pea in sub humid Tanzania. Agricultural Water Management, 223. doi:10.1016/j.agwat.2019.105713",Plot,Quantitative,Experiment (on farm),RC,2015-2016,2,27,9,18,5,2, 2-4, 5-10,No,No,"Declining soil fertility, water stress, variable weather, inadeqate rainfall",Tanzania,Subsaharan Africa,1,Changarawe village in Masanze ward- Kilosa District in the Morogoro Region,Africa,LMIC,-6.92,36.95,No,NA,Experiment (on farm),Farmer-led,Farmer-led,Intercropping,Intercrop,1,0,0,Row,Conservation agriculture (ridges) + different fertiliser levels,SWC,Fertilizer rates/type,Grain / Pigeonpea,Maize,Pigeonpea,0,0,0,0,0,1,0,0,0,0,0,,0:0:0 - 80:40:0,Synthetic - below threshold,rainfed,71.3,1.713,1.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.16667,2.0016667,2.0016667,NA,NA,NA,NA,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fertiliser application: ""Inter-cropping maize and pigeon-pea had overall higher yields than sole cropping plots, with yields increasing with fertilizer application""; inter-row rainwater harvesting techniques: ""Maize yields increased significantly (P=0.001 and 0.004) under
 the combined effects of inter-row rainwater harvesting and fertilizer.""; Drought resistance of legume: ""Pigeon pea is well adapted to drought due to its deep tap root system that reaches up to two meters as well as its osmotic adjustment in leaves (Emefiene et al., 2013). Thus, pigeon pea has an inherent advantage due to its increased tolerance to drought under current climate changes""","Low/erratic rainfall: ""intercropping system between maize and pigeon pea was affected by cropping season and locations"" ""Different geographical characteristics and rainfall variation between cropping seasons influenced maize and pigeon-pea yields""",NA,NA,,"supporting calc. (Yield, LER); table 2 &3 (yield); Table 4 (LER)","Saidia, P.S., Asch, F., Kimaro, A.A., Germer, J., Kahimba, F.C., Graef, F., Semoka, J.M.R., Rweyemamu, C.L., 2019. Data in brief on inter-row rainwater harvest and fertilizer application on yield of maize and pigeon-pea cropping systems in sub humid Tropics. Agric. Water Manage in press.",2,2,2,2,2,2,12
107,220,"Harsono A., Elisabeth D.A.A., Muzaiyanah S., Rianto S.A.",2020,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia","Harsono, A., Elisabeth, D. A. A., Muzaiyanah, S., & Rianto, S. A. (2020). Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia. Biodiversitas, 21(8), 3744-3754. doi:10.13057/biodiv/d210842",Plot,Quantitative,Experiment (on farm),RC,2019,1,3,2,1,3,2,1, 5-10,Yes,Yes,"Weather fluctuation (drought), food security",Indonesia,South-east Asia,4,East Java - Temandang Village of Merakurak Subdistrict,Asia,LMIC,-6.866056,111.929733,Yes,"""increase land productivity""",Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Cereal-legume,Intercrop,1,0,0,Row,Seed improvement (legume cultivar diversification),Seed improvement,,Grain / Soybean,Maize,Soybean,0,0,0,0,0,0,0,0,1,0,0,,Maize: 300-150-50; soybean: 30-60-31,Synthetic - above threshold,irrigation,7.472494,1.07472494,1.07472494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,"Yes: increased cost of production but increased benefits (yield, revenue)",NA,NA,"Irrigation; planting pattern: ""Soybean intercropping with maize in double row with plant spacing of (40 x 20) cm x 200 cm on DLDC of Tuban District was able to produce maize seeds which were not different from maize monoculture""","Soil quality (low fertility, high alkalinity, not optimal for soybean cultivation); High rainfall - caused maize crops to grow higher than soybean and outcompete soybean","Planting pattern: ""Soybean intercropping with maize in double row with plant spacing of (40 x 20) cm x 200 cm on DLDC of Tuban District was able to produce maize seeds which were not different from maize monoculture""",High rainfall - caused maize crops to grow higher than soybean and outcompete soybean,,"Table 3 = yield, Table 4=LER Table 5= income",,2,1,2,2,2,2,11
357,647,"Wade M.K., Sanchez P.A.",1984,Productive potential of an annual intercropping scheme in the Amazon,"Wade, M. K., & Sanchez, P. A. (1984). Productive potential of an annual intercropping scheme in the Amazon. Field Crops Research, 9(C), 253-263. doi:10.1016/0378-4290(84)90030-3",Plot,Quantitative,Experiment (research station),E/M,1974,1,16,12,4,3,1,1, 3-4,Yes,Yes,,Peru,Latin America,6,Yurimaguas Experiment Station,South America,UMIC,-5.935857,-76.123391,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,1,0,Row,Increasing fertiliser,Fertilizer rates/type,,Grain + Non-Grain / Cowpea +Soybean,Corn-Cassava,Multiple,0,1,0,0,0,0,0,0,1,0,0,,0-50-50 to 120-50-50,Synthetic - below threshold,rainfed,11.4862585,1.114862585,0.72972517,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,14.33333333,1.143333333,1.143333333,NA,NA,NA,NA,NA,NA,NA,Mix-Win,NA,NA,NA,NA,NA,NA,NA,"Weeds: ""reduced risk, reduced weed
 pressures and less susceptibility to soil erosion were noted. For the intercropping
 systems, only two weedings per year were required to satisfactorily
 control weeds. The monocultures needed two to four weedings per crop""",NA,NA,NA,Prices of grain and labour,"Market availability (corn and rice are the only commodities that presently have a reliable market in the
 Yurimaguas area.)",,See SuppCalc Sheet - control is Corn + Cassava,,2,1,2,2,2,2,11
358,647,"Wade M.K., Sanchez P.A.",1984,Productive potential of an annual intercropping scheme in the Amazon,"Wade, M. K., & Sanchez, P. A. (1984). Productive potential of an annual intercropping scheme in the Amazon. Field Crops Research, 9(C), 253-263. doi:10.1016/0378-4290(84)90030-4",Plot,Quantitative,Experiment (research station),E/M,1975,1,16,12,4,3,1,1, 3-4,Yes,Yes,,Peru,Latin America,6,Yurimaguas Experiment Station,South America,UMIC,-5.935857,-76.123391,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,1,0,Row,Increasing fertiliser,Fertilizer rates/type,,Grain + Non-Grain / Cowpea + Groundnut,Corn-Rice-Cassava,Multiple,0,1,1,0,0,0,0,0,0,0,0,,0-50-50 to 120-50-50,Synthetic - below threshold,rainfed,9.7553225,1.097553225,0.69510645,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,46.5459664,1.465459664,1.25,1.680919328,NA,NA,NA,NA,NA,NA,Mix-Win,NA,NA,NA,NA,NA,NA,NA,"Weeds: ""reduced risk, reduced weed
 pressures and less susceptibility to soil erosion were noted. For the intercropping
 systems, only two weedings per year were required to satisfactorily
 control weeds. The monocultures needed two to four weedings per crop""",NA,NA,NA,Prices of grain and labour,"Market availability (corn and rice are the only commodities that presently have a reliable market in the
 Yurimaguas area.)",,See SuppCalc Sheet - control is Corn + Cassava,,2,1,2,2,2,2,11
340,599,"Syafruddin, Suwardi",2020,Intercropping of maize-mungbean to increase the farmer's income,"Syafruddin, S. (2020). Intercropping of maize-mungbean to increase the farmer's income. Paper presented at the IOP Conf. Series: Earth and Environmental Science.",Plot,Quantitative,Experiment (research station),E/M,2015,1,6,4,2,1,1,1, 1-2,Yes,Yes,Land size,Indonesia,South-east Asia,4,"Gowa, South Sulawesi",Asia,LMIC,-5.286306,119.569389,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,1,0,Row,Different intercrop spacings,Varied spacing/timing,,Grain / Mungbean,Maize,Mungbean,0,0,0,0,1,0,0,0,0,0,0,,184-60-60,Synthetic - below threshold,rainfed,40.6928214,1.406928214,1.406928214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.25,1.3825,1.3825,NA,NA,NA,NA,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,Technical feasibility,Production costs,Spatial arrangement of intercrops: 2:2R,NA,Spatial arrangement of intercrops: 2:2R; High market price of mungbeans,NA,,See SuppCalc Sheet (Table 2) for economic well-being; material assets reduction also in Table 2 (increased costs of production); food (maize equivalent yield = Table 1); LER = Table 1 (control = monoculture maize),,0,1,2,1,2,2,8
70,118,"da Silva J.N., Neto F.B., de Lima J.S.S., Chaves A.P., Nunes R.L.C., Rodrigues G.S.O., Lino V.A.D.S., de Sá J.M., Dos Santos E.C.",2020,Sustainability of carrot-cowpea intercropping systems through optimization of green manuring and spatial arrangements [Sustentabilidade de sistemas consorciados de cenoura e feijão-caupi por meio da otimização da adubação verde e arranjos espaciais],"da Silva, J. N., Neto, F. B., de Lima, J. S. S., Chaves, A. P., Nunes, R. L. C., Rodrigues, G. S. O., . . . Dos Santos, E. C. (2020). Sustainability of carrot-cowpea intercropping systems through optimization of green manuring and spatial arrangements. Ciencia Rural, 51(1), 1-13. doi:10.1590/0103-8478cr20190838",Plot,Quantitative,Experiment (on farm),E/M,2017-2018,2,4,3,1,4,1, 2-4, 3-4,Yes,Yes,,Brazil,Latin America,6,"Rafael Fernandes Experimental Farm, located in the Lagoinha district, 20 km from Mossoró-RN",South America,UMIC,-5.191944,-37.344444,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Vegetable-legume,Intercrop,1,0,0,Row,"Existing farmers' practices, including Merremia aegyptia green manure",Existing farmers' practices,,Non-Grain / Cowpea,Carrot,Cowpea,0,1,0,0,0,0,0,0,0,0,0,,0-0-0,No synthetic,irrigation,58.5,1.585,1.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.16667,1.7116667,1.7116667,NA,NA,NA,NA,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soil quality (history of legume intercropping- ""In the second cropping year, we observed the highest values for the indicators of economic advantage, most likely because of the better nutritional conditions, which resulted in a greater productive capacity, a higher green grain yield, and; consequently, a higher economic efficiency of the intercropping system"")",NA,Intercrop spatial arrangement,NA,NA,NA,,2,2,2,2,2,2,12
108,765,"Harsono, A., & Pratiwi, H. (2017, May). ",2017,The increase of Ultisol productivity based on intercropping cassava with peanut and soybean,"Harsono, A., & Pratiwi, H. (2017). The increase of Ultisol productivity based on intercropping cassava with peanut and soybean. Nusantara Bioscience, 9(2), 157-163. doi:10.13057/nusbiosci/n090209",Plot,Quantitative,Experiment (research station),RC,2011,1,8,4,4,4,4,1, 11-100,Not exclusively ( also studying improved cassava varieties and different fertilizer rates),Not exclusively ( also studying improved cassava varieties and different fertilizer rates),"Food demand, lack of agricultural land availability, need to grow food on acidic soils.",Indonesia,South-east Asia,4,"Sukadana District, East Lampung during",Asia,LMIC,-5.060818001,105.5454186,No,NA,Experiment (research station),Researcher-led (in collaboration with farmers),Researcher-led,Intercropping:cassava-legume,Intercrop,1,0,0,NA,also studying improved cassava varieties and different fertilizer rates,Fertilizer rates/type,improved variety,Non-Grain / Groundnut,Cassava,Groundnut,0,0,1,0,0,0,0,0,0,0,0,0,"200N (farmer monoculture cassava), 150 & 200N (IMPROVED MONOCULTURE CASSAVA ALTERNATIVE & recommended fertilisation), 25 &150 (cassava-peanut improved fertilisation, 150,200 (cassava-peanut recommednded fertilisation",Synthetic - above threshold,rainfed,124.2554741,2.242554741,2.242554741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.75,2.4075,2.4075,NA,NA,NA,NA,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,land productivity could be further increased by intercropping cassava with peanut,NA,The intercropping system significantly increased the net income of monoculture system,NA,,"Harsono_2017_table5_LER & yield, table6_economic analysis",,2,1,2,1,2,2,10
112,762,"Isaacs KB, Snapp SS, Chung K, Waldman KB. ",2016,Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda.,"Isaacs, K. B., Snapp, S. S., Chung, K., & Waldman, K. B. (2016). Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda. Food Security, 8(3), 491-506. doi:10.1007/s12571-016-0582-x",Plot,Quantitative + Qualitative,Experiment (research station) + Recall/Surveys,E/M,2011-2012,2,5,3,2,4,2, 2-4, 5-10,Yes,Yes,"Reduce vulnerability to production risks, climate change and uncertain markets.",Rwanda,Subsaharan Africa,1,Rwerere,Africa,LIC,-1.607784029,29.33341025,No,NA,Experiment (research station) + Recall/Surveys,Farmer-led,Researcher-led,Intercropping:maize-legume,Intercrop,1,0,0,NA,Existing farmers' practices,Existing farmers' practices,,Grain / Common bean,Maize,Common bean,0,0,0,0,0,0,0,1,0,0,0,0,"Inorganic fertilizer (Diammonium Phosphate 18-46-00) and organic material were 
applied at a rate of 100 kg/ha (0.12 kg/plot) and 83 kg/ha respectively, according to farmer 
practice (in the row for MO, BO, and IC; in the hole for TC) at maize planting. Urea (46%) was 
applied, at a rate of 100kg/ha to the base of maize plants mid-season to all plots.",Synthetic - below threshold,rainfed,46.25,1.4625,1.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.95614035,1.189561404,0.93,1.449122807,NA,NA,NA,NA,NA,NA,Win-Mix,NA,NA,NA,women,"The preferences for crops that provide nutritional and marketable
goods, important for family well-being, were all
expressed by women farmers in this study.",NA,NA,"Farmers looking to provide the family with
sufficient, nutritious and diverse foods; products to sell in
exchange for other goods or to cover expenses; and to have
preferred traditional foods to build social cohesion. farmers identified crop diversity as key to
providing the range of services they valued, and one of the
main ways that farmers coped with socio-ecological fluctuations.",Agricultural policies promoting the cultivation of a sole crop,"both sole crop systems failed to meet smallholders’
expectations of farming systems",NA,"shift from local production systems to market oriented
production may contribute to the loss of crops that underpin
traditional dietary diversity. This study adds qualitative evidence that smallholder farmers
value crop diversity at the production level because it improves
their access to diverse foods and contributes to family
well-being. The loss of such diversity, if not replaced via effective
and accessible market-oriented mechanisms, could
have serious nutritional implications.",NA,,"table1_grain yield, table2_LER; Figure 3_protein content",,2,1,2,1,2,2,10
111,762,"Isaacs KB, Snapp SS, Chung K, Waldman KB. ",2016,Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda.,"Isaacs, K. B., Snapp, S. S., Chung, K., & Waldman, K. B. (2016). Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda. Food Security, 8(3), 491-506. doi:10.1007/s12571-016-0582-x",Plot,Quantitative + Qualitative,Experiment (research station) + Recall/Surveys,E/M,2011-2012,2,5,3,2,4,2, 2-4, 5-10,Yes,Yes,"Reduce vulnerability to production risks, climate change and uncertain markets.",Rwanda,Subsaharan Africa,1,Musanze,Africa,LIC,-1.474139,29.568172,No,NA,Experiment (research station) + Recall/Surveys,Farmer-led,Researcher-led,Intercropping:maize-legume,Intercrop,1,0,0,NA,Existing farmers' practices,Existing farmers' practices,,Grain / Common bean,Maize,Common bean,0,0,0,0,0,0,0,1,0,0,0,0,"Inorganic fertilizer (Diammonium Phosphate 18-46-00) and organic material were 
applied at a rate of 100 kg/ha (0.12 kg/plot) and 83 kg/ha respectively, according to farmer 
practice (in the row for MO, BO, and IC; in the hole for TC) at maize planting. Urea (46%) was 
applied, at a rate of 100kg/ha to the base of maize plants mid-season to all plots.",Synthetic - below threshold,rainfed,-1.740056818,0.982599432,0.982599432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.94630872,1.509463087,1.58,1.438926174,NA,NA,NA,NA,NA,NA,Lose-Win,NA,NA,NA,women,"The preferences for crops that provide nutritional and marketable
goods, important for family well-being, were all
expressed by women farmers in this study.",NA,NA,"Farmers looking to provide the family with
sufficient, nutritious and diverse foods; products to sell in
exchange for other goods or to cover expenses; and to have
preferred traditional foods to build social cohesion. farmers identified crop diversity as key to
providing the range of services they valued, and one of the
main ways that farmers coped with socio-ecological fluctuations.",Agricultural policies promoting the cultivation of a sole crop,"both sole crop systems failed to meet smallholders’
expectations of farming systems",NA,"shift from local production systems to market oriented
production may contribute to the loss of crops that underpin
traditional dietary diversity. This study adds qualitative evidence that smallholder farmers
value crop diversity at the production level because it improves
their access to diverse foods and contributes to family
well-being. The loss of such diversity, if not replaced via effective
and accessible market-oriented mechanisms, could
have serious nutritional implications.",NA,,"table1_grain yield, table2_LER; Figure 3_protein content",,2,1,2,1,2,2,10
96,198,"Gitari H.I., Nyawade S.O., Kamau S., Karanja N.N., Gachene C.K.K., Raza M.A., Maitra S., Schulte-Geldermann E.",2020,Revisiting intercropping indices with respect to potato-legume intercropping systems,"Gitari, H. I., Nyawade, S. O., Kamau, S., Karanja, N. N., Gachene, C. K. K., Raza, M. A., . . . Schulte-Geldermann, E. (2020). Revisiting intercropping indices with respect to potato-legume intercropping systems. Field Crops Research, 258. doi:10.1016/j.fcr.2020.107957",Plot,Quantitative,Experiment (research station),E/M,2015-2016,2,7,6,1,4,1, 2-4, 3-4,Yes,Yes,Rapid population growth and food insecurity,Kenya,Subsaharan Africa,1,"Upper Kabete Campus, University of Nairobi, Nairobi",Africa,LMIC,-1.252234405,36.72876471,No,,Experiment (research station),Researcher-led,Researcher-led,Intercropping: Cereal-legume,Intercrop,1,1,0,Row,Pesticide to control potato blight and aphids on legumes; fertiliser application to both potatoes and legumes,Weed/pest management,Fertilizer rates/type,Non-Grain / Dolichos,Potato,Other,0,0,0,0,0,0,0,0,0,0,Dolichos (lablab bean),Dolichos (lablab bean),90-55-0,Synthetic - below threshold,rainfed,3.238,1.03238,1.03238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1.28,1.28,NA,NA,NA,NA,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,No,Smallholder farmers,Perception by farmers that intercropping can cause competition between crops and thus lower yields,"Planting pattern: higher density intercrop increases yield (""Generally, treatment PD (1:2.4) and PB (1:2.4) significantly improved legume yield by 46 % and 47 %, respectively, as compared to respective yields in PD (1:1.2) and PB (1:1.2).""",NA,Planting pattern: higher density intercrop increases income,NA,,"Table 2 - yield, economics; Figure 3 - total LER (average of 2015 and 2016)",,2,2,2,2,2,2,12
97,198,"Gitari H.I., Nyawade S.O., Kamau S., Karanja N.N., Gachene C.K.K., Raza M.A., Maitra S., Schulte-Geldermann E.",2020,Revisiting intercropping indices with respect to potato-legume intercropping systems,"Gitari, H. I., Nyawade, S. O., Kamau, S., Karanja, N. N., Gachene, C. K. K., Raza, M. A., . . . Schulte-Geldermann, E. (2020). Revisiting intercropping indices with respect to potato-legume intercropping systems. Field Crops Research, 258. doi:10.1016/j.fcr.2020.107957",Plot,Quantitative,Experiment (research station),E/M,2015-2016,2,7,6,1,4,1, 2-4, 3-4,Yes,Yes,Rapid population growth and food insecurity,Kenya,Subsaharan Africa,1,"Upper Kabete Campus, University of Nairobi, Nairobi",Africa,LMIC,-1.252234405,36.72876471,No,,Experiment (research station),Researcher-led,Researcher-led,Intercropping: Cereal-legume,Intercrop,1,1,0,Row,Pesticide to control potato blight and aphids on legumes; fertiliser application to both potatoes and legumes,Weed/pest management,Fertilizer rates/type,Non-Grain / Common bean,Potato,Common bean,0,0,0,0,0,0,0,1,0,0,0,,90-55-0,Synthetic - below threshold,rainfed,0.097,1.00097,1.00097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,1.255,1.255,NA,NA,NA,NA,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,No,Smallholder farmers,Perception by farmers that intercropping can cause competition between crops and thus lower yields,"Planting pattern: higher density intercrop increases yield (""Generally, treatment PD (1:2.4) and PB (1:2.4) significantly improved legume yield by 46 % and 47 %, respectively, as compared to respective yields in PD (1:1.2) and PB (1:1.2).""",NA,Planting pattern: higher density intercrop increases income,NA,,"Table 2 - yield, economics; Figure 3 - total LER (average of 2015 and 2016)",,2,2,2,2,2,2,12
175,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.,"Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.013",Plot,Quantitative,Experiment (research station),E/M,2005-2012,8,7,6,1,4,1, 5-10, 3-4,Yes,Yes,"Need to control the weed Striga hermonthica, need to respond to demographic pressures",Kenya,Subsaharan Africa,1,"International Centre ofInsect Physiology and Ecology (icipe), Thomas Odhiambo Cam-pus, Mbita Point",Africa,LMIC,-0.430619,34.206908,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping:maize-legume,Intercrop,1,0,0,NA,Existing farmers' practices,Existing farmers' practices,,Grain / Crotalaria,Maize,Other,0,0,0,0,0,0,0,0,0,0,Crotalaria,,"60kg/ha N , 60kg/ha P",Synthetic - below threshold,rainfed,28.49,1.2849,NA,NA,NA,NA,NA,NA,NA,NA,1.2849,NA,NA,NA,NA,NA,NA,NA,68,1.68,1.68,NA,NA,NA,NA,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,"Legumes support Weed control, increased yield (especially Desmodium)",NA,"crotalaria, groundnut, greengram and desmodium having greater suppressive effects on striga emer-gence than cowpea and beans. Legumes also pro-vide ground cover and a shading effect, which results in a markedreduction in soil temperature, with studies (e.g. Carson, 1989)reporting a positive relationship between soil temperature undercereal-legume intercrop and emerged striga density. General improvements in soil fertility andmoisture retention with these intercrops",NA,"crotalaria, groundnut, greengram and desmodium having greater suppressive effects on striga emer-gence than cowpea and beans. Legumes also pro-vide ground cover and a shading effect, which results in a markedreduction in soil temperature, with studies (e.g. Carson, 1989)reporting a positive relationship between soil temperature undercereal-legume intercrop and emerged striga density. PLER was generallyhigher with the intercrops than with the maize monocrop, con-firming superiority of intercropping in enhancing land productivityover maize monocrop. Desmodium can also be sold as source of protein for dairy cattle.","food legumes required higher seasonal purchase of seeds and planting, in addition to other opera-tions such as weeding, harvesting and threshing that kept the total variable costs high. Fluctuations on maize grain yield affect revenues.",See tab of supporting calculations,"table 6_labor costs_net benefits, table 4_grain yield, table 5_partial land equivalent ratio, table 2_striga weed counts",,2,2,2,1,2,2,11
