uniqueID,StudyID_IDALL,Authors,Year,Title,Citation,Unit of analysis,Data type,data.collection,Setting Type,Time period,Time scale (years),Total treatments (including controls),Number of intercrop or rotation treatments including grain legumes (not sole legumes),Number of nonintercrop or non rotation treatments not including grain legumes (including sole-cropping controls),Total number of replicates per treatment,Number of study regions/sites,time.simpl,replicates.simp,Are the authors studying/identifying legume introduction intensification as the main source of ES change?,Are the authors studying/identifying legume introduction as the main source of wellbeing change?,What other drivers are identified as key to ES or well-being change?,Case_countries,Regional_groupings,Regional_groupings_ID,"Subnational 
 case area (specify province/region)",Continent,WorldBank National Income Group,Latitude_Decimal_Degrees_N,Longitude (Decimal Degrees) E,Is intensification defined?,Authors' intensification definition,Study design,Intensification actors,Actors.categories,Type of land use intensification described,Simplified cropping system,Intensification type: Crop Change/Addition,Intensification type: Increased Rows/Strip width,Intensification type: Increased rotations,Spatial arrangement of intercropping,Other agro-ecological innovations,Recoded other agro-ecological innovations - Primary ,Recoded other agro-ecological innovations - Secondary,Food system classification ,Non-legume main crop,Legume_category,Grain legume product: Chickpea,Grain legume product: Cowpea,Grain legume product: Groundnut,Grain legume product: Lentil,Grain legume product: Mung bean,Grain legume product: Pigeonpea,Grain legume product: Faba Bean,Grain legume product: Common Bean,Grain legume product: Soybean,Grain legume product: Pea,Grain legume product: Grain legumes (unspecified/other),Other products not target of intensification,"Mineral Fertiliser
 N–P2O5–K2O kgha?1",Synthetic fertiliser category,Water source,Suppreg_services_average_percent_transf,Suppreg_services_average,Climate_regulation,Disease_regulation,Pest_regulation,Water_regulation,Water_purification,Soil_formation,Nutrient_cycling,Primary_production,Econ_wellbeing_average_percent_transf,Econ_wellbeing_average,Profit,Financial_security,Physical_capital,Savings_labour_cost,Combined ecological-social outcome,Is the intensification (according to authors) causing changes in demand/ preferences for certain ES?,"If intensification is leading to changed demands, specify whose demand and which ES",IF Yes to changed demands: Are the changes disaggregated by different groups?,"If disaggregated by different groups, specify categorization (e.g. rich/poor, men/women, land-owners/labourers, other)","If disaggregated by groups, specify for which ES/ wellbeing aspects the results are disaggregated","If disaggregated by groups, specify the reported difference","Trade-offs mentioned between 1) different ES, 2) different wellbeing aspects, or 3) ES and wellbeing",General factors enabling adoption,General factors constraining adoption,Factors identified as enabling ecosystem services,Factors identified as constraining ecosystem services,Factors identified as enabling well being,Factors identified as constraining well being,Notes,Documentation of methods of data extraction,Secondary reference,Study spatial design (do they have enough replicates?),Study temporal design (do they collect data over multiple points in time?),Confounding variables (Were baseline characteristics of the intervention comparable with the control or were potential confounders at baseline approximately adjusted for in analysis?),Reporting,Risk of bias,Tools for assessment (Were valid and reliable tools used to assess  outcomes?),Sum.Quality
33,779,"Bastia, D. K., Behera, S. K., & Panda, M. R. (2021, Dec). ",2021,"Impacts of soil fertility management on productivity and economics of rice and fodder intercropping systems under rainfed conditions in Odisha, India","Bastia, D. K., Behera, S. K., & Panda, M. R. (2021). Impacts of soil fertility management on productivity and economics of rice and fodder intercropping systems under rainfed conditions in Odisha, India. Journal of Integrative Agriculture, 20(12), 3114-3126. doi:10.1016/s2095-3119(20)63591-2",Plot,Quantitative,Experiment (research station),E/M,2015-2017,3,9,6,3,3,1, 2-4, 3-4,"Not exclusively (also asessing influence of different fertilizing treatments: N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF))","Not exclusively (also asessing influence of different fertilizing treatments: N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF))","Intercropping cereals with fodder legume crops like cowpea
and ricebean is a practice in the semi-arid tropics of India to
reduce the fragility and uncertainty of agricultural production
systems under rainfed upland situations. These systems
produce a considerable amount of biomass that can be
incorporated into the soil, transferring nutrients from the
crops to soil and enriching the organic carbon content. --Maize and other forage legumes such as sesbania,
cowpea, pigeonpea, ricebean, and mungbean are important
short-duration crops which provide more economic return
to growers than long-duration crops",India,South Asia,2,"Research Farm of All India Coordinated Research Project for Dryland
Agriculture (AICRPDA), Phulbani  in North Eastern Ghat Zone of Odisha",Asia,LMIC,20.466667,84.233333,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping rice-legume,Intercrop,1,0,0,Row,"also asessing influence of different fertilizing treatments: N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF))",Fertilizer rates/type,,Grain / Cowpea,Rice,Cowpea,0,1,0,0,0,0,0,0,0,0,0,0,"N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF).",Synthetic - below threshold,rainfed,2.490331719,1.024903317,1.088050314,NA,NA,0.935691318,NA,NA,1.050968319,NA,-10.05307223,0.899469278,0.850551459,0.948387097,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,"The leguminous fodders as intercrops with cereal crops have
special significances because of high herbage protein for
animal feeding and partial independence from concentrate
for their nitrogen needs.",NA,"The
leaf area of the rice crop in intercropping systems were found
to be significantly higher than that in monocropping system
because rice plants were getting more nitrogen from soil
due to nitrogen fixation of leguminous fodder crops. --- Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system. ","Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system.","Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system.","Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system.",,"Table 8_Rainwater use efficiency (RWUE), land equivalent ratio (LER), energy use efficiency (EUE), and economics as influenced by different cropping systems and different nutrient management practices1)",,2,2,2,2,2,2,12
34,779,"Bastia, D. K., Behera, S. K., & Panda, M. R. (2021, Dec). ",2021,"Impacts of soil fertility management on productivity and economics of rice and fodder intercropping systems under rainfed conditions in Odisha, India","Bastia, D. K., Behera, S. K., & Panda, M. R. (2021). Impacts of soil fertility management on productivity and economics of rice and fodder intercropping systems under rainfed conditions in Odisha, India. Journal of Integrative Agriculture, 20(12), 3114-3126. doi:10.1016/s2095-3119(20)63591-2",Plot,Quantitative,Experiment (research station),E/M,2015-2017,3,9,6,3,3,1, 2-4, 3-4,"Not exclusively (also asessing influence of different fertilizing treatments: N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF))","Not exclusively (also asessing influence of different fertilizing treatments: N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF))","Intercropping cereals with fodder legume crops like cowpea
and ricebean is a practice in the semi-arid tropics of India to
reduce the fragility and uncertainty of agricultural production
systems under rainfed upland situations. These systems
produce a considerable amount of biomass that can be
incorporated into the soil, transferring nutrients from the
crops to soil and enriching the organic carbon content. --Maize and other forage legumes such as sesbania,
cowpea, pigeonpea, ricebean, and mungbean are important
short-duration crops which provide more economic return
to growers than long-duration crops",India,South Asia,2,"Research Farm of All India Coordinated Research Project for Dryland
Agriculture (AICRPDA), Phulbani  in North Eastern Ghat Zone of Odisha",Asia,LMIC,20.466667,84.233333,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping rice-legume,Intercrop,1,0,0,Row,"also asessing influence of different fertilizing treatments: N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF))",Fertilizer rates/type,,Grain / Ricebean,Rice,Ricebean,0,0,0,0,0,0,0,0,0,0,Ricebean,0,"N1, application of farm yard manure (FYM) at 5 t ha–1; N2, application of inorganic fertilizer (RDF of rice, 60:30:30 kg ha–1 of N:P2O5:K2O); N3, application of both FYM at 5 t ha–1 and 50% inorganic fertilizer (RDF).",Synthetic - below threshold,rainfed,0.789526163,1.007895262,1.06918239,NA,NA,0.919614148,NA,NA,1.034889247,NA,-12.9236463,0.870763537,0.806043203,0.935483871,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,"The leguminous fodders as intercrops with cereal crops have
special significances because of high herbage protein for
animal feeding and partial independence from concentrate
for their nitrogen needs.",NA,"The
leaf area of the rice crop in intercropping systems were found
to be significantly higher than that in monocropping system
because rice plants were getting more nitrogen from soil
due to nitrogen fixation of leguminous fodder crops. --- Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system. ","Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system.","Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system.","Rice yield
was higher in monocropping system than in rice and fodder
intercropping system when price was taken as a factor, but
when energy was taken as a factor rice yield of intercropping
system was higher than that of monocropping system.",,"Table 8_Rainwater use efficiency (RWUE), land equivalent ratio (LER), energy use efficiency (EUE), and economics as influenced by different cropping systems and different nutrient management practices1)",,2,2,2,2,2,2,12
180,388,"Mishra M.M., Mohanty M., Gulati J.M.L., Nanda S.S.",2013,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India","Mishra, M. M., Mohanty, M., Gulati, J. M. L., & Nanda, S. S. (2013). Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India. Indian Journal of Agricultural Sciences, 83(12), 1279-1284.",Plot,Quantitative,Experiment (on farm),E/M,2004-2008,4,10,4,6,5,1, 2-4, 5-10,Yes,Yes,"Over-exploitation of agriculture, soil and land degradation",India,South Asia,2,"Regional Research Station, Chiplima, Sambalpur",Asia,LMIC,21.374772,83.893241,No,,Experiment (on farm),Researcher-led,Researcher-led,Rotation,Rotation,1,0,0,Rotation,Existing farmers' practices,Existing farmers' practices,,Grain + Non-Grain / Mungbean,Rice-groundnut,Mungbean,0,0,0,0,1,0,0,0,0,0,0,,"80-40-40, 20-40-40, 20-40-40",Synthetic - below threshold,rainfed,2.738712065,1.027387121,NA,NA,NA,NA,NA,NA,1.027387121,NA,2.917921938,1.029179219,1.218380993,NA,0.839977446,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Tables 1 (yiels, income) T2 (NUE, LUE), T4 (EUE) ",,2,2,2,2,2,2,12
181,388,"Mishra M.M., Mohanty M., Gulati J.M.L., Nanda S.S.",2013,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India","Mishra, M. M., Mohanty, M., Gulati, J. M. L., & Nanda, S. S. (2013). Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India. Indian Journal of Agricultural Sciences, 83(12), 1279-1284.",Plot,Quantitative,Experiment (on farm),E/M,2004-2008,4,10,4,6,5,1, 2-4, 5-10,Yes,Yes,,India,South Asia,2,"Regional Research Station, Chiplima, Sambalpur",Asia,LMIC,21.374772,83.893241,No,,Experiment (on farm),Researcher-led,Researcher-led,Rotation,Rotation,1,0,0,Rotation,Existing farmers' practices,Existing farmers' practices,,Grain + Non-Grain / Cowpea,Rice-groundnut,Cowpea,0,1,0,0,0,0,0,0,0,0,0,,"80-40-40, 20-40-40, 25-50-50",Synthetic - below threshold,rainfed,-8.58623242,0.914137676,NA,NA,NA,NA,NA,NA,0.914137676,NA,-9.697978847,0.903020212,1.013088633,NA,0.79295179,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Tables 1 (yiels, income) T2 (NUE, LUE), T4 (EUE) ",,2,2,2,2,2,2,12
254,477,"Pradhan A., Chan C., Roul P.K., Halbrendt J., Sipes B.",2018,Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach,"Pradhan, A., Chan, C., Roul, P. K., Halbrendt, J., & Sipes, B. (2018). Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach. Agricultural Systems, 163, 27-35. doi:10.1016/j.agsy.2017.01.002",Village,Quantitative + survey,Experiment (on farm),RC,2011-2014,3,5,2,3,46,2, 2-4, 11-100,No (also including minimum tillage and introduction of mustard as cover crop),No (also including minimum tillage and introduction of mustard as cover crop),"unpredictable patterns of rainfall, food insecurity, adherence to traditional farm practices, poverty, soil degradation",India,South Asia,2,Talachampei & Tentuli villages (Keonjhar district In odisha State),Asia,LMIC,21.639709,85.565213,Yes,"""ability to simultaneously increase yield, diversify crop production and improve soil quality, to meet future household income and nutritional needs amidst climate variability""",Experiment (on farm),Farmer-led,Farmer-led,Intercropping-cereal-legume,Intercrop,1,0,0,Row,Conventional tilling + reduced tilling + Mustard,Tillage practices,,Grain / Cowpea,Maize,Cowpea,0,1,0,0,0,0,0,0,0,0,0,Mustard as cover crop,"Maize 80:40:40, Cowpea 20:40:20, Mustard 40:20:20",Synthetic - below threshold,rainfed,33.19587629,1.331958763,NA,NA,NA,NA,NA,1.331958763,NA,NA,35.76494428,1.357649443,1.357649443,NA,NA,NA,Win-Win,YES,Farmers' preference changed from conventional tillage+maize+cowpea to reduced tillage+maize+cowpea. Farmers now prioritise improved quality of soil over profit. Yield was still important.,NO,NA,NA,NA,NA,Higher value of cowpea in the market,Adherence to traditional practices (conventional tilling and not cultivar maize),"Reduced tillage, diversified cropping system through maize + cowpea coupled with residue retention of mustard helps in optimizing resource use efficiency and maximize productivity of traditional smallholder farming systems",NA,"Increased profitability of CA intensification combined with the fact that Cowpea has higher value in the market, therefore cowpea was preferred by farmers. Government programs have subsequently
 provided input support for scaling up to other farmers in the area, like fertilizer subsidy program, soil health card which support the affordability of fertilizers as well as their balanced application in an integrated manner",NA,All Conservation agriculture treatments (CA) showed increased productivity over farmers practice. This might be sue to higher productivity of improved cultivar along with optimum plant population due to line sowing and recommended dose of fertiliser application in CA treatments,"Fig 1-MEY Kgha-1: Fig 3-effect of treatments on soil quality, Table 5-budget analysis, Table 4 labor (ha-1)",,2,2,2,2,2,2,12
71,128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks,"Das, R., Dhara, P. K., Mandal, A. R., & Ray, S. K. D. (2014). Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks. Ecology, Environment and Conservation, 20, S7-S13.",Plot,Quantitative,Experiment (on farm),E/M,2011-2013,3,7,1,6,1,1, 2-4, 1-2,Yes,Yes,"Extreme weather (monsoons), land degradation",India,South Asia,2,"Regional Research Station (Red & Laterite Zone), Bidhan Chandra Krishi Viswavidyalaya, Jhargram, West Bengal",Asia,LMIC,22.45677695,87.0103222,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Vegetable-legume,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Pigeonpea,Gamhar + Mango,Pigeonpea,0,0,0,0,0,1,0,0,0,0,0,,No synthetic,No synthetic,rainfed,131.30699,2.3130699,NA,NA,NA,NA,NA,NA,2.8404255,1.7857143,332.1428571,4.321428571,4.321428571,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""immediate need for development of agriculture in rainfed areas together with trees like gamhar, fruit crops like mango, different crops like pulses, oilseed crops and vegetable crops like okra and bottle gourd for attaining maximum and sustainable gross monetary returns under erosion prone areas of West Bengal, India for marginal and resource-poor farmers""",NA,,0,2,2,1,2,2,9
72,128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks,"Das, R., Dhara, P. K., Mandal, A. R., & Ray, S. K. D. (2014). Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks. Ecology, Environment and Conservation, 20, S7-S13.",Plot,Quantitative,Experiment (on farm),E/M,2011-2013,3,7,1,6,1,1, 2-4, 1-2,Yes,Yes,"Extreme weather (monsoons), land degradation",India,South Asia,2,"Regional Research Station (Red & Laterite Zone), Bidhan Chandra Krishi Viswavidyalaya, Jhargram, West Bengal",Asia,LMIC,22.45677695,87.0103222,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: Vegetable-legume,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Groundnut,Gamhar + Mango,Groundnut,0,0,1,0,0,0,0,0,0,0,0,Mustard,No synthetic,No synthetic,rainfed,100.151975,2.00151975,NA,NA,NA,NA,NA,NA,2.5744681,1.4285714,422.7678571,5.227678571,5.227678571,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""immediate need for development of agriculture in rainfed areas together with trees like gamhar, fruit crops like mango, different crops like pulses, oilseed crops and vegetable crops like okra and bottle gourd for attaining maximum and sustainable gross monetary returns under erosion prone areas of West Bengal, India for marginal and resource-poor farmers""",NA,,0,2,0,1,2,2,7
297,540,Sharma K.C.,2018,Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india,"Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.",Plot,Quantitative,Experiment (research station),E/M,2012-2014,2,10,8,2,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Research Farm of ICAR-Indian Agricultural Research Institute, Regional Station, Indore, Madhya Pradesh",Asia,LMIC,22.616667,75.833333,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,0,0,Mixed,Different intercrop spacings,Varied spacing/timing,,Grain / Lentil,Wheat,Lentil,0,0,0,1,0,0,0,0,0,0,0,,120:26.4:33.2,Synthetic - below threshold,irrigation,1.83486,1.0183486,NA,NA,NA,NA,NA,NA,1.0366972,1,-4.02859,0.9597141,0.9597141,NA,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intercrop spatial arrangement,,"Market prices: :Different treatments had different yield potential of
 component crops and economic values, and therefore for
 better comparison, the yields of wheat and lentil were converted
 into wheat-equivalent yield (WEY) on the basis of
 prevalent market prices",,,See SuppCalc sheet (Table 4),,2,2,2,2,2,2,12
298,540,Sharma K.C.,2018,Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india,"Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.",Plot,Quantitative,Experiment (research station),E/M,2012-2014,2,10,8,2,3,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Research Farm of ICAR-Indian Agricultural Research Institute, Regional Station, Indore, Madhya Pradesh",Asia,LMIC,22.616667,75.833333,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,0,0,Row,Different intercrop spacings,Varied spacing/timing,,Grain / Lentil,Wheat,Lentil,0,0,0,1,0,0,0,0,0,0,0,,120:26.4:33.2,Synthetic - below threshold,irrigation,1.47445,1.0147445,NA,NA,NA,NA,NA,NA,1.029489,1,-8.67446,0.9132554,0.9132554,NA,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intercrop spatial arrangement,,"Market prices: :Different treatments had different yield potential of
  component crops and economic values, and therefore for
  better comparison, the yields of wheat and lentil were converted
  into wheat-equivalent yield (WEY) on the basis of
  prevalent market prices",,,See SuppCalc sheet (Table 4),,2,2,2,2,2,2,12
13,18,"Alam M.M., Ladha J.K., Faisal M.W., Sharma S., Saha A., Noor S., Rahman M.A.",2015,Improvement of cereal-based cropping systems following the principles of conservation agriculture under changing agricultural scenarios in Bangladesh,"Alam, M. M., Ladha, J. K., Faisal, M. W., Sharma, S., Saha, A., Noor, S., & Rahman, M. A. (2015). Improvement of cereal-based cropping systems following the principles of conservation agriculture under changing agricultural scenarios in Bangladesh. Field Crops Research, 175, 1-15. doi:10.1016/j.fcr.2014.12.015",Plot,Quantitative,Experiment (research station),E/M,2009-2012,3,4,1,3,10,1, 2-4, 5-10,Yes,Yes,"Population increase, demand for food, land scarcity: ""Need for diversification and increased cereal production and farmers’ income in the face of increasing scarcity of labor, water, and energy and soil degradation""",Bangladesh,South Asia,2,Gazipur,Asia,LMIC,23.983611,90.402778,No,,Experiment (research station),Researcher-led,Researcher-led,Rotation,Rotation,1,0,1,Rotation,Conservation agriculture (reduced tillage),Tillage practices,,Grain / Mungbean,Rice,Mungbean,0,0,0,0,1,0,0,0,0,0,0,"Potato, Maize (mungbean was only planted in 2011-2012. For 2009-2010 and 2010-2011 the crop rotation was potato-maize-rice)",117–32–127,Synthetic - below threshold,irrigation,185,2.85,NA,NA,NA,2.85,NA,NA,NA,NA,45.7,1.457,1.457,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,NA,uncertain rainfall,NA,NA,rainfall fluctuation- legumes shorter-duration crop can be squeezed in between extreme rainfall events,NA,mungbean was only planted in 2011-2012. For 2009-2010 and 2010-2011 the crop rotation was potato-maize-rice (see Table 2).,Compared scenario 4 with scenario 1,,2,2,2,2,2,2,12
32,56,"Banjara T.R., Bohra J.S., Kumar S., Singh T., Shori A., Prajapat K.",2021,Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India,"Banjara, T. R., Bohra, J. S., Kumar, S., Singh, T., Shori, A., & Prajapat, K. (2021). Sustainable alternative crop rotations to the irrigated rice-wheat cropping system of Indo-Gangetic plains of India. Archives of Agronomy and Soil Science. doi:10.1080/03650340.2021.1912324",Plot,Quantitative (household surveys),Experiment (research station),RC,2016-2018,2,10,2,8,1,1, 2-4, 1-2,Yes,Yes,Environmental degradation,India,South Asia,2,"Agricultural Research Farm, Institute of Agricultural Sciences, Banaras Hindu University, Varanasi",Asia,LMIC,25.264155,82.993523,No,,Experiment (research station),Researcher-led,Researcher-led,Rotation,Rotation,1,0,0,Rotation,Existing farmers' practices,Existing farmers' practices,,Grain / Mungbean,Rice,Mungbean,0,0,0,0,1,0,0,0,0,0,0,"Wheat, Potato, Cowpea (fodder), mustard, potato",48-21-38,Synthetic - below threshold,irrigation,3.163703333,1.031637033,NA,NA,NA,1.0123273,NA,1,1.0825838,NA,80.2556818,1.802556818,1.802556818,NA,NA,NA,Mix-Win,NA,NA,NA,NA,NA,NA,Yes (high cultivation cost due to more laborers vs high gross/net returns),Variable weather,NA,irrigation; soil quality (improvement in soil available N due to the inclusion of legume crops in sequences),rainfall fluctuation,NA,NA,,NA,,0,2,2,2,2,2,10
341,609,"Telkar S.G., Singh A.K.",2018,"Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops","Telkar, S. G., & Singh, A. K. (2018). Productivity, profitability and soil biochemical properties in maize (Zea mays) and soybean (Glycine max) intercropping as influenced by population proportion of component crops. Indian Journal of Agricultural Sciences, 88(3), 458-462.",Plot,Quantitative,Experiment (research station),E/M ,2016,1,8,6,2,3,1,1, 3-4,Yes,Yes,,India,South Asia,2,"experimental farm of College of Post Graduate Studies, CAU, Umiam, Meghalaya",Asia,LMIC,25.68185812,91.91192532,No,NA,Experiment (research station),Researcher-led,Researcher-led,Intercropping,Intercrop,1,1,0,Row,Different intercrop spacings,Varied spacing/timing,,Grain / Soybean,Maize,Soybean,0,0,0,0,0,0,0,0,1,0,0,,80-60-40,Synthetic - below threshold,rainfed,7.757155,1.07757155,NA,NA,NA,NA,NA,NA,1.153497,1.0016461,19.381839,1.19381839,1.19381839,NA,NA,NA,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spatial arrangement of intercrops: 1:1R,NA,"Market price of legume - high compared with cereal: ""minimum support price""","Cost of cultivation: ""result of additional input and laborer’s requirement for intercrop soybean in addition to maize crop accompanied with much higher costs of legume seeds than maize seeds""",,See SuppCalc Sheet (Tables 2 and 3),,2,1,2,1,2,2,10
317,574,"Singh S.P., Lal S.S.",2013,Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh,"Singh, S. P., & Lal, S. S. (2013). Evaluation of different cropping systems for their productivity and sustainability in Madhya Pradesh. Potato Journal, 40(2), 149-154.",Plot,Quantitative,Experiment (research station),E/M,2007-2010,3,9,1,8,4,1, 2-4, 3-4,Yes,Yes,,India,South Asia,2,"Central Potato Research Station, Gwalior",Asia,LMIC,26.276232,78.220705,No,NA,Experiment (research station),Researcher-led,Researcher-led,Rotation,Rotation,1,0,0,Rotation,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Mungbean,Potato,Mungbean,0,0,0,0,1,0,0,0,0,0,0,"Pearl millet, wheat, mustard, sesame","150:26.2:83.3 (Potato); 20,26.2,:16.7 kg (greengram)",Synthetic - below threshold,irrigation,113.9393958,2.139393958,NA,NA,NA,NA,NA,NA,1.116883117,3.1619048,23.5902299,1.235902299,1.235902299,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Tables 1-3 (compare potato/greengram with potato/fallow),,2,2,2,2,2,2,12
