uniqueID,StudyID_IDALL,Authors,Year,Title,Citation,Unit of analysis,Data type,data.collection,Setting Type,Time period,Time scale (years),Total treatments (including controls),Number of intercrop or rotation treatments including grain legumes (not sole legumes),Number of nonintercrop or non rotation treatments not including grain legumes (including sole-cropping controls),Total number of replicates per treatment,Number of study regions/sites,time.simpl,replicates.simp,Are the authors studying/identifying legume introduction intensification as the main source of ES change?,Are the authors studying/identifying legume introduction as the main source of wellbeing change?,What other drivers are identified as key to ES or well-being change?,Case_countries,Regional_groupings,Regional_groupings_ID,"Subnational 
 case area (specify province/region)",Continent,WorldBank National Income Group,Latitude_Decimal_Degrees_N,Longitude (Decimal Degrees) E,Is intensification defined?,Authors' intensification definition,Study design,Intensification actors,Actors.categories,Type of land use intensification described,Simplified cropping system,Intensification type: Crop Change/Addition,Intensification type: Increased Rows/Strip width,Intensification type: Increased rotations,Spatial arrangement of intercropping,Other agro-ecological innovations,Recoded other agro-ecological innovations - Primary ,Recoded other agro-ecological innovations - Secondary,Food system classification ,Non-legume main crop,Legume_category,Grain legume product: Chickpea,Grain legume product: Cowpea,Grain legume product: Groundnut,Grain legume product: Lentil,Grain legume product: Mung bean,Grain legume product: Pigeonpea,Grain legume product: Faba Bean,Grain legume product: Common Bean,Grain legume product: Soybean,Grain legume product: Pea,Grain legume product: Grain legumes (unspecified/other),Other products not target of intensification,"Mineral Fertiliser
 N–P2O5–K2O kgha?1",Synthetic fertiliser category,Water source,Suppreg_services_average_percent_transf,Suppreg_services_average,Climate_regulation,Disease_regulation,Pest_regulation,Water_regulation,Water_purification,Soil_formation,Nutrient_cycling,Primary_production,Econ_wellbeing_average_percent_transf,Econ_wellbeing_average,Profit,Financial_security,Physical_capital,Savings_labour_cost,Combined ecological-social outcome,Is the intensification (according to authors) causing changes in demand/ preferences for certain ES?,"If intensification is leading to changed demands, specify whose demand and which ES",IF Yes to changed demands: Are the changes disaggregated by different groups?,"If disaggregated by different groups, specify categorization (e.g. rich/poor, men/women, land-owners/labourers, other)","If disaggregated by groups, specify for which ES/ wellbeing aspects the results are disaggregated","If disaggregated by groups, specify the reported difference","Trade-offs mentioned between 1) different ES, 2) different wellbeing aspects, or 3) ES and wellbeing",General factors enabling adoption,General factors constraining adoption,Factors identified as enabling ecosystem services,Factors identified as constraining ecosystem services,Factors identified as enabling well being,Factors identified as constraining well being,Notes,Documentation of methods of data extraction,Secondary reference,Study spatial design (do they have enough replicates?),Study temporal design (do they collect data over multiple points in time?),Confounding variables (Were baseline characteristics of the intervention comparable with the control or were potential confounders at baseline approximately adjusted for in analysis?),Reporting,Risk of bias,Tools for assessment (Were valid and reliable tools used to assess  outcomes?),Sum.Quality
152,319,"Kuntashula E., Chabala L.M., Mulenga B.P.",2014,Impact of minimum tillage and crop rotation as climate change adaptation strategies on farmer welfare in smallholder farming systems of Zambia,"Kuntashula, E., Chabala, L. M., & Mulenga, B. P. (2014). Impact of minimum tillage and crop rotation as climate change adaptation strategies on farmer welfare in smallholder farming systems of Zambia. Journal of Sustainable Development, 7(4), 95-110. doi:10.5539/jsd.v7n4p95",Household,Quantitative,Recall/Surveys,RC,2012-2013,2,NA,NA,NA,1231,6, 2-4,>100 ,Yes,Yes,Climate change,Zambia,Subsaharan Africa,1,"Zambia: six districts: two from the northern region (Serenje and Mpika districts), two from the southern region (Sinazongwe and Choma districts), and two from the eastern region (Petauke and Nyimba districts)",Africa,LIC,"-13.230711482022594, 30.22969699122022 / -11.829527188422906, 31.449651414756985 / -17.21913376127008, 27.46949157216821 / -16.814721350145994, 26.983407757010486 / -14.245996562909273, 31.326698936658246 / -14.560486657713797, 30.822195243432528","-13.230711482022594, 30.22969699122022 / -11.829527188422906, 31.449651414756985 / -17.21913376127008, 27.46949157216821 / -16.814721350145994, 26.983407757010486 / -14.245996562909273, 31.326698936658246 / -14.560486657713797, 30.822195243432528",No,,Recall,Farmer-led,Farmer-led,Rotation,Rotation,1,0,0,Rotation,Minimum tillage + existing farmers practices,Tillage practices,Existing farmers' practices,Grain / Groundnut + Common bean,Maize,Multiple,0,0,1,0,0,0,0,1,0,0,0,,NA,Unknown,rainfed,21,1.21,NA,NA,NA,NA,NA,NA,NA,1.21,0,1,1,NA,NA,NA,Win-Mix,NA,NA,NA,NA,NA,NA,NA,"Extension services to incentivise legume production and build legume markets: ""The impact of crop rotation on the staple maize crop could be boosted by encouraging farmers to increase the areas allocated to legumes. This could be done through the inclusion of legumes in the marketing portfolio of the quasi-public Food Reserve Agency, an institution that actively purchases maize from farmers. This would indirectly increase total maize production and thereby increasing the maize surplus for sale.""; Household demography, access to credit and power, access to agricultural information/knowledge (""most adopters of crop rotation had more household heads that were male and married. The farm sizes for the adopters of crop rotation were also larger than those for the non-adopting households. Again most of the households who adopted crop rotations had access to draft power, credit and agricultural information and were generally relatively wealthier than the non-adopters. In addition, most of the households adopting crop rotations had received advice on conservation farming ""); access to hired labour (""The propensity or conditional probability to adopt crop rotation was significantly influenced by whether the household; hired labour, had access to credit and information"")",NA,"Climate change (decline in crop yields); Age of the household head, the head being male, the head being married, higher education, household size, hiring labour, embracing animal labour, having access to information and being a member of an agricultural group","Land allocation to legumes compared with cereal crop, market availability: ""Usually legumes are grown on small pieces of land relative to the subsequent or successive maize crop. There are two reinforcing factors contributing to growing of legumes on small pieces of land. The first is that they are not staple food crops therefore most households consume small amounts of the legumes. Secondly, unlike for maize, there is no assured market for legumes in the country therefore the households are not encouraged to grow more for sale""",Hired labour,Climate change,"""Selling maize, the staple food, is not the primary objective of most rural households in Zambia. Having adequate amounts of maize for home consumption is of paramount importance. Therefore it is not surprising to find that both minimum tillage and crop rotation have positive impact on maize productivity but can have insignificant impact on income stemming from the maize sold.""",NA,,1,2,2,1,2,2,10
214,422,"Ngwira A.R., Thierfelder C., Lambert D.M.",2013,"Conservation agriculture systems for Malawian smallholder farmers: Long-term effects on crop productivity, profitability and soil quality","Ngwira, A. R., Thierfelder, C., & Lambert, D. M. (2012). Conservation agriculture systems for Malawian smallholder farmers: long-term effects on crop productivity, profitability and soil quality. Renewable Agriculture and Food Systems, 28(4), 350-363. doi:10.1017/s1742170512000257",Field,Quantitative,Participatory Action Research,RC,2005-2011,6,3,1,2,6,2, 5-10, 11-100,Yes,Yes,Poverty,Malawi,Subsaharan Africa,1,Lemu,Africa,LIC,"-14.984413376142554,",34.95966904,No,,Experiment (on farm),Farmer-led,Farmer-led,Intercropping: cereal-legume + rotation: cereal-legume,Intercrop-Rotation,1,0,0,Row,Conservation agriculture + herbicides,Tillage practices,Pest management,Grain / Pigeonpea,Maize,Pigeonpea,0,0,0,0,0,1,0,0,0,0,0,,69:21:00,Synthetic - below threshold,rainfed,9.67996022,1.096799602,NA,NA,NA,1.05511811,NA,1.267367883,NA,0.967912814,-4.83243125,0.951675687,1.141446613,NA,NA,0.761904762,Mix-Mix,NA,NA,NA,NA,NA,NA,NA,"High market demand: ""pigeonpea grain has a high demand in Malawi and India (an export market from Malawi), and the stems are used as fuelwood""; Pigeonpea, with its deep taproots, may assist in breaking the widespread hoe pans prevalent in most smallholder farmers’ fields in Malawi, thus improving soil structure and porosity.",NA,"Conservation agriculture (combination of differences in tillage and land preparation methods, residue management, cropping systems and weed control strategies): ""Mulch cover improved water infiltration even after the first season, especially under drier or moisture-limited conditions, thereby improving the effect on soil water balance""; Dry conditions - In the drier environment ofLemu (characterized by sandy clay loam soils), most of the yield increase was observed in the driest year of 2009–10","Pest infestation and rainfall variability with dry spells caused grain yields lower than the potential: ""inadequate number of sprays against insect pests such as aphids (Aphis gossypii) and elegant grasshoppers (Dichromorpha elegans) as well as dry spells causing flower abortion""",NA,Dry spells (rainfall variability),"biodiversity: Differences between treatments in the faunal groups of earthworm and termites were only observed in Zidyana (Table 5). At Lemu, spatial variability of these faunal groups was too large to detect any significant difference between treatments. In Zidyana, the earthworm population was highest (48earthwormsm?2) in CAM, followed by CAML (40earthwormsm?2) and lowest (9earthwormsm?2) in CPM treatment. At both sites centipede populations were higher in the top 30cm of soil of CAM than CPM, whereas the rest of the faunal populations did not show significant difference between treatments.",Figure 5+Table 1 (Yield); Table 6 (H2O infoltration); Table 4 (Soil organic C); Figure 6 (Biomass); Table 5 (Biodiversity); Table 3 (Income) ,,2,2,2,2,2,2,12
24,50,"Baishya L.K., Ansari M.A., Sarkar D., Ghosh M., Kumar S., Prakash N.",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,"Baishya, L. K., Ansari, M. A., Sarkar, D., Ghosh, M., Kumar, S., & Prakash, N. (2016). Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region. Research on Crops, 17(2), 268-275. doi:10.5958/2348-7542.2016.00046.2",Farm,Quantitative (household surveys),Experiment (on farm),RC,2013-2014,2,8,4,4,3,4, 2-4, 11-100,"Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Population pressure, climate change--Need to find  improved crop management practices ( comparing shifting cultivation vs crop rotations). Need to reduce the of fire in shifting cultivation that emit carbon. Need to find different practices that reduce land degration",India,South Asia,2,"Chandel (Lambong village),
Churachandpur (Henkot village), Tamenglong
(Noney village) and Ukhrul (Ramva village) - Manipur state",Asia,LMIC,"24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude","24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude",No,,Experiment (on farm),Farmer-led + support by researchers,Farmer-led + researcher/extension,Intercropping: Cereal-legume,Intercrop,1,0,0,Strip,Seed biopriming with Azotobacter+PSB and micro-dosing of NPK,Fertilizer rates/type + seed improvement,,Grain / Soybean,Rice,Soybean,0,0,0,0,0,0,0,0,1,0,0,,20-20-20,Synthetic - below threshold,rainfed,16.66667,1.1666667,NA,NA,NA,NA,NA,NA,1.1666667,NA,66.8202555,1.668202555,1.668202555,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,"Inter cropping of legumes with cereals in
the jhum lands also considerably increased all
the above fertility parameters when compared
to those of sole cropping of cereals and
traditional jhum practices.","The results indicated that growing of sole groundnut
under improved management of the jhum lands
was most beneficial.",nutrient microdosing + seed biopriming to increase germination,soil erosion,NA,NA,,"Table 5_ economic yields, Table6_economics of diversified cropping, Table 7_fertility status",,2,2,1,2,2,2,11
25,50,"Baishya L.K., Ansari M.A., Sarkar D., Ghosh M., Kumar S., Prakash N.",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,"Baishya, L. K., Ansari, M. A., Sarkar, D., Ghosh, M., Kumar, S., & Prakash, N. (2016). Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region. Research on Crops, 17(2), 268-275. doi:10.5958/2348-7542.2016.00046.2",Farm,Quantitative (household surveys),Experiment (on farm),RC,2013-2014,2,8,4,4,3,4, 2-4, 11-100,"Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Population pressure, climate change--Need to find  improved crop management practices ( comparing shifting cultivation vs crop rotations). Need to reduce the of fire in shifting cultivation that emit carbon. Need to find different practices that reduce land degration",India,South Asia,2,"Chandel (Lambong village),
Churachandpur (Henkot village), Tamenglong
(Noney village) and Ukhrul (Ramva village) - Manipur state",Asia,LMIC,"24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude","24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude",No,,Experiment (on farm),Farmer-led + support by researchers,Farmer-led + researcher/extension,Intercropping: Cereal-legume,Intercrop,1,0,0,Strip,Seed biopriming with Azotobacter+PSB and micro-dosing of NPK,Fertilizer rates/type + seed improvement,,Grain / Groundnut,Rice,Groundnut,0,0,1,0,0,0,0,0,0,0,0,,20-20-20,Synthetic - below threshold,rainfed,19.49405,1.1949405,NA,NA,NA,NA,NA,NA,1.1949405,NA,203.1706204,3.031706204,3.031706204,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,"Inter cropping of legumes with cereals in
the jhum lands also considerably increased all
the above fertility parameters when compared
to those of sole cropping of cereals and
traditional jhum practices.","The results indicated that growing of sole groundnut
under improved management of the jhum lands
was most beneficial.",nutrient microdosing + seed biopriming to increase germination,soil erosion,NA,NA,,"Table 5_ economic yields, Table6_economics of diversified cropping, Table 7_fertility status",,2,2,1,2,2,2,11
26,50,"Baishya L.K., Ansari M.A., Sarkar D., Ghosh M., Kumar S., Prakash N.",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,"Baishya, L. K., Ansari, M. A., Sarkar, D., Ghosh, M., Kumar, S., & Prakash, N. (2016). Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region. Research on Crops, 17(2), 268-275. doi:10.5958/2348-7542.2016.00046.2",Farm,Quantitative (household surveys),Experiment (on farm),RC,2013-2014,2,8,4,4,3,4, 2-4, 11-100,"Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Population pressure, climate change--Need to find  improved crop management practices ( comparing shifting cultivation vs crop rotations). Need to reduce the of fire in shifting cultivation that emit carbon. Need to find different practices that reduce land degration",India,South Asia,2,"Chandel (Lambong village),
Churachandpur (Henkot village), Tamenglong
(Noney village) and Ukhrul (Ramva village) - Manipur state",Asia,LMIC,"24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude","24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude",No,,Experiment (on farm),Farmer-led + support by researchers,Farmer-led + researcher/extension,Intercropping: Cereal-legume,Intercrop,1,0,0,Strip,Seed biopriming with Azotobacter+PSB and micro-dosing of NPK,Fertilizer rates/type + seed improvement,,Grain / Soybean,Maize,Soybean,0,0,0,0,0,0,0,0,1,0,0,,20-20-20,Synthetic - below threshold,rainfed,30,1.3,NA,NA,NA,NA,NA,NA,1.3,NA,32.2730924,1.322730924,1.322730924,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,"Inter cropping of legumes with cereals in
the jhum lands also considerably increased all
the above fertility parameters when compared
to those of sole cropping of cereals and
traditional jhum practices.","The results indicated that growing of sole groundnut
under improved management of the jhum lands
was most beneficial.",nutrient microdosing + seed biopriming to increase germination,soil erosion,NA,NA,,"Table 5_ economic yields, Table6_economics of diversified cropping, Table 7_fertility status",,2,2,1,2,2,2,11
27,50,"Baishya L.K., Ansari M.A., Sarkar D., Ghosh M., Kumar S., Prakash N.",2016,Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region,"Baishya, L. K., Ansari, M. A., Sarkar, D., Ghosh, M., Kumar, S., & Prakash, N. (2016). Productivity enhancement in shifting cultivated lands through biofertilizer and micro-dosing of NPK in Eastern HiMalayan Region. Research on Crops, 17(2), 268-275. doi:10.5958/2348-7542.2016.00046.2",Farm,Quantitative (household surveys),Experiment (on farm),RC,2013-2014,2,8,4,4,3,4, 2-4, 11-100,"Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Not exclusively (also studying traditional practices vs improved crop management practices -- improved crop management practices (seed
biopriming with Azotobacter, PSB)+microdosing
NPK 20-20-20 @ 3 g/plant) with strip
cropping of rice+soybean, rice+groundnut,
maize+soybean and maize+groundnut were
compared with traditional jhum practices (mix
cropping–mixing of all the seeds and sowing
without any row arrangement in the field).","Population pressure, climate change--Need to find  improved crop management practices ( comparing shifting cultivation vs crop rotations). Need to reduce the of fire in shifting cultivation that emit carbon. Need to find different practices that reduce land degration",India,South Asia,2,"Chandel (Lambong village),
Churachandpur (Henkot village), Tamenglong
(Noney village) and Ukhrul (Ramva village) - Manipur state",Asia,LMIC,"24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude","24.33532114814686, 93.9979927062022 /24.34282396143544, 93.69670848597428 / 24.85456023236603, 93.61836522142822 /  25.01368621520169, 94.27967885054915 sites lies between 92°58?E (92.966667) to 94°45?E longitude
and 23°50?N (23.833333) to 25°42?N latitude",No,,Experiment (on farm),Farmer-led + support by researchers,Farmer-led + researcher/extension,Intercropping: Cereal-legume,Intercrop,1,0,0,Strip,Seed biopriming with Azotobacter+PSB and micro-dosing of NPK,Fertilizer rates/type + seed improvement,,Grain / Groundnut,Maize,Groundnut,0,0,1,0,0,0,0,0,0,0,0,,20-20-20,Synthetic - below threshold,rainfed,33.39286,1.3339286,NA,NA,NA,NA,NA,NA,1.3339286,NA,128.3148594,2.283148594,2.283148594,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,"Inter cropping of legumes with cereals in
the jhum lands also considerably increased all
the above fertility parameters when compared
to those of sole cropping of cereals and
traditional jhum practices.","The results indicated that growing of sole groundnut
under improved management of the jhum lands
was most beneficial.",nutrient microdosing + seed biopriming to increase germination,soil erosion,NA,NA,,"Table 5_ economic yields, Table6_economics of diversified cropping, Table 7_fertility status",,2,2,1,2,2,2,11
290,733,"Shah TM, Tasawwar S, Bhat MA, Otterpohl R. ",2021,"Intercropping in Rice Farming under the System of Rice Intensification-An Agroecological Strategy for Weed Control, Better Yield, Increased Returns, and Social-Ecological Sustainability","Shah, T. M., Tasawwar, S., Bhat, M. A., & Otterpohl, R. (2021). Intercropping in Rice Farming under the System of Rice Intensification-An Agroecological Strategy for Weed Control, Better Yield, Increased Returns, and Social-Ecological Sustainability. Agronomy-Basel, 11(5), 21. doi:10.3390/agronomy11051010",Plot,Quantitative,Experiment (research station),RC,2019-2020,2,3,1,2,4,1, 2-4, 3-4,Not exclusively (also studying impact of rice intensification system) ,Not exclusively (also studying impact of rice intensification system) ,"Need to feed increasing population, micronutrients in their diets. Need to reduce dependency to pesticides in conventional flooded rice systems. Need to reduce weeds without using agrochemicals",India,South Asia,2,Sagam belt of the Islamabad region (District Anantnag),Asia,LMIC,"33?36'31"" N (33.608611), & 33?36'54"" N (33.615) ","75?14'59""(75.249722) E 75?15'2"" E (75.250556)",Yes,"The system
of rice intensification (SRI) is an agroecological methodology of growing rice. It involves
early plant establishment, wider spacing between plants transplanted individually, manual
weeding, and alternate wetting and drying of the rice field instead of continuous
flooding [25]. SRI-based rice farming systems have been associated with a range of environmental
benefits, reportedly reducing water and energy use by 60% and 74%, respectively,
and greenhouse gas emissions by 40% [11]. It has led to improved yields in different
parts of the world and includes practices that enhance the soil health [26–29].",Experiment (research station),Researcher-led,Researcher-led,Intercropping:rice-legume,Intercrop,1,0,0,NA,rice intensification system - weed control,Weed/pest management,,Grain / Common bean,Rice,Common bean,0,0,0,0,0,0,0,1,0,0,0,,150-75-75 (Conventional flooded rice only)-intercrop with legumes only received compost (6t per ha),Synthetic - below threshold,irrigation,44.12930155,1.441293016,NA,NA,1.652917505,NA,NA,NA,1.00427151,1.666690032,57.19700689,1.571970069,1.571970069,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,"Legume intercropping reduces weed infestation, higher nutrient uptake, improved growth characteristics, better yield. This reduces the need to  use pesticides. ",NA,"Legumes also diversify farmers diets, their incomes and livelihoods.",NA,"Legumes also diversify farmers diets, their incomes and livelihoods.",NA,,"fig7_yield, fig8_biomass, table 10_economic sheet",,2,2,2,2,2,2,12
36,61,"Bedoussac L., Journet E.-P., Hauggaard-Nielsen H., Naudin C., Corre-Hellou G., Jensen E.S., Prieur L., Justes E.",2015,Ecological principles underlying the increase of productivity achieved by cereal-grain legume intercrops in organic farming. A review,"Bedoussac, L., Journet, E. P., Hauggaard-Nielsen, H., Naudin, C., Corre-Hellou, G., Jensen, E. S., . . . Justes, E. (2015). Ecological principles underlying the increase of productivity achieved by cereal-grain legume intercrops in organic farming. A review. Agronomy for Sustainable Development, 35(3), 911-935. doi:10.1007/s13593-014-0277-7",Plot,Quantitative,Review,E/M,Various,Various,Various,Various,Various,Various,Various,Unknown,Unknown,Yes,No,"Population increase, climate change, limited resources","Denmark, France",High Income Countries,3,"Denmark, France",Europe,HIC,"43.52917, 1.500601/47.483112,-0.614047/55.669274, 12.301280","43.52917, 1.500601/47.483112,-0.614047/55.669274, 12.301281",No,,Review,Farmer-led,Farmer-led,Intercropping: Cereal-legume,Intercrop,0,0,1,Rotation,Reduced fertiliser application (organic),Fertilizer rates/type,,Grain / Faba bean + Pea,"Wheat,Barley",Multiple,0,0,0,0,0,0,1,0,0,1,0,,0-0-0,No synthetic,rainfed,43.66883,1.4366883,NA,NA,1.7142857,NA,NA,NA,1.1590909,NA,21.6637782,1.216637782,1.216637782,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,"Yes (the more the cereal grain yield increased when intercropped, the less the legume yielded suggesting that there is a trade-offbetween the two crops yield)",Variable weather; technical support since the new generation of farmers may not possess the know-how to grow arable crops as intercrops and organically,"(i) the farmers who need technical support since the new generation of farmers may not possess the know-how to grow arable crops as intercrops and organically; (ii) the companies collecting and storing seeds which will have to adapt their collecting, sorting and storage equipment to satisfy the processors’ quality demands; (iii) the industrials to adapt food processing; (iv) the breeders expected to select varieties suited to intercropping; (v) the technical institutions which must acquire and transfer operational knowledge, (vi) the researchers to produce cognitive know-how on the multiple mechanisms in play and (vii) the national and European authorities to consider relevant policy and subsidies to help reintroducing these cropping strategies","soil quality (low nitrogen availability - ""biggest advantage of the intercrop is observed for low grain protein concentration ofthe sole cropped wheat due to limited availability of nitrogen during growth, thus confirming intercrops benefits in low-nitrogen availability systems"")",NA,Variable weather (intercrop gross margin higher than sole crop when cereal crop yields low due to poor weather),NA,,NA,,1,1,2,2,2,2,10
241,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,"Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809888",Farm,Quantitative,Participatory Action Research,RC,2001,1,3,2,1,1,1,1, 1-2,Yes,Yes,,India,South Asia,2,"East Central Tamil Nadu, Ariyamuthupatti Village Site",Asia,LMIC,8° 30? (8.5) to 10° 40? (10.666667) N and 78° 24? (78.4) to 79° 40? E (79.666667) ,8° 30? (8.5) to 10° 40? (10.666667) N and 78° 24? (78.4) to 79° 40? E (79.666667) ,No,,Experiment (on farm),Farmer-led + support by researchers,Farmer-led + researcher/extension,Intercropping: Cereal-legume,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Cowpea,Pigeon Pea,Cowpea,0,1,0,0,0,0,0,0,0,0,0,,0,No synthetic,rainfed,43.33333333,1.433333333,NA,NA,NA,NA,NA,NA,NA,1.433333333,-40.68441065,0.593155894,0.593155894,NA,NA,NA,Mix-Lose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TABLE 3 Agronomic Performance of Intercropping of Pigeon Pea (Var. VBN2) with Cowpea and Groundnut,,1,1,2,1,1,1,7
242,444,"Palaniappan S.P., Balasubramanian R., Ramesh T., Chandrasekaran A., Mani K.G., Velayutham M., Lal R.",2009,Sustainable management of dryland alfisols (Red Soils) in South India,"Palaniappan, S. P., Balasubramanian, R., Ramesh, T., Chandrasekaran, A., Mani, K. G., Velayutham, M., & Lal, R. (2009). Sustainable Management of Dryland Alfisols (Red Soils) in South India. Journal of Crop Improvement, 23(3), 275-299. doi:10.1080/15427520902809889",Farm,Quantitative,Participatory Action Research,RC,2001,1,3,2,1,1,1,1, 1-2,Yes,Yes,,India,South Asia,2,East Central Tamil Nadu,Asia,LMIC,8° 30? (8.5) to 10° 40? (10.666667) N and 78° 24? (78.4) to 79° 40? E (79.666667) ,8° 30? (8.5) to 10° 40? (10.666667) N and 78° 24? (78.4) to 79° 40? E (79.666667) ,No,,Experiment (on farm),Farmer-led + support by researchers,Farmer-led + researcher/extension,Intercropping: Cereal-legume,Intercrop,1,0,0,Row,Existing farmers' practices,Existing farmers' practices,,Non-Grain / Groundnut,Pigeon Pea,Groundnut,0,0,1,0,0,0,0,0,0,0,0,,0,No synthetic,rainfed,45,1.45,NA,NA,NA,NA,NA,NA,NA,1.45,215.2091255,3.152091255,3.152091255,NA,NA,NA,Win-Win,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TABLE 3 Agronomic Performance of Intercropping of Pigeon Pea (Var. VBN2) with Cowpea and Groundnut,,1,1,2,1,1,1,7
