"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","Suppreg_services_average_percent_transf","Suppreg_services_average","Climate_regulation","Disease_regulation","Pest_regulation","Water_regulation","Water_purification","Pollination","Soil_formation","Nutrient_cycling","Aspect of Nutrient cycling measured","Primary_production","Econ_wellbeing_average_percent_transf","Econ_wellbeing_average","Profit","Financial_security","Physical_capital","Savings_labour_cost","Combined_ecological_social_outcome"
62,106,"Choudhary V.K., Kumar P.S.",2013,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India","Choudhary, V. K., & Kumar, P. S. (2013). Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India. Archives of Agronomy and Soil Science, 59(5), 653-669. doi:10.1080/03650340.2012.665992","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",30.758,1.30758,"1.28","NA","NA","1.3351599999999999","NA","NA","NA","NA","NA","NA",92.1575586,1.921575586,"1.9215755859999999","NA","Mixed",NA,"Win-Mix"
63,107,"Choudhary V.K., Kumar P.S., Sarkar S.K., Yadav J.S.",2013,"Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh","Choudhary, V. K., Kumar, P. S., Sarkar, S. K., & Yadav, J. S. (2013). Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh. Indian Journal of Agricultural Sciences, 83(1), 110-115.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",81.910275,1.81910275,"1.8191027500000001","NA","NA","NA","NA","NA","NA","NA","NA","NA",81.6,1.816,"1.8160000000000001","NA","Negative",NA,"Win-Mix"
64,107,"Choudhary V.K., Kumar P.S., Sarkar S.K., Yadav J.S.",2013,"Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh","Choudhary, V. K., Kumar, P. S., Sarkar, S. K., & Yadav, J. S. (2013). Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh. Indian Journal of Agricultural Sciences, 83(1), 110-115.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",-13.4587554,0.865412446,"0.865412446","NA","NA","NA","NA","NA","NA","NA","NA","NA",69.9,1.699,"1.6990000000000001","NA","Negative",NA,"Mix-Mix"
65,772,"Christiansen, S., Ryan, J., Singh, M., Ates, S., Bahhady, F., Mohamed, K., Youssef, O., & Loss, S. (2015).",2015,"Potential legume alternatives to fallow and wheat monoculture for Mediterranean environments","Christiansen, S., Ryan, J., Singh, M., Ates, S., Bahhady, F., Mohamed, K., . . . Loss, S. (2015). Potential legume alternatives to fallow and wheat monoculture for Mediterranean environments. Crop & Pasture Science, 66(2), 113-121. doi:10.1071/cp14063","Plot","Experiment (research station)","Syria","Asia","LIC","No synthetic","rainfed",46.3377529493898,1.4633775294939,"NA","NA","NA","1.3726027397260274","NA","NA","NA","NA","NA","1.5541523192617681",238.276553106212,3.38276553106212,"3.3827655310621241","NA","NA",NA,"Win-Win"
71,128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,"Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks","Das, R., Dhara, P. K., Mandal, A. R., & Ray, S. K. D. (2014). Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks. Ecology, Environment and Conservation, 20, S7-S13.","Plot","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",131.30699,2.3130699,"NA","NA","NA","NA","NA","NA","NA","2.8404254999999998","% increase in Available Soil N over 2 years","1.7857143",332.1428571,4.321428571,"4.3214285710000002","NA","NA",NA,"Win-Win"
72,128,"Das R., Dhara P.K., Mandal A.R., Ray S.K.D.",2014,"Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks","Das, R., Dhara, P. K., Mandal, A. R., & Ray, S. K. D. (2014). Agri-silvi-fruit-vegetable based agro-production system - Suitable models for sustainable land use and conservation in red-laterite and semi-arid tracks. Ecology, Environment and Conservation, 20, S7-S13.","Plot","Experiment (on farm)","India","Asia","LMIC","No synthetic","rainfed",100.151975,2.00151975,"NA","NA","NA","NA","NA","NA","NA","2.5744680999999998","% increase in Available Soil N over 2 years","1.4285714",422.7678571,5.227678571,"5.2276785710000002","NA","NA",NA,"Win-Win"
87,179,"Foltz J.C., Lee J.G., Martin M.A., Preckel P.V.",1995,"Multiattribute assessment of alternative cropping systems","Foltz, J. C., Lee, J. G., Martin, M. A., & Preckel, P. V. (1995). Multiattribute assessment of alternative cropping systems. American Journal of Agricultural Economics, 77(2), 408-420. doi:10.2307/1243550","System","Simulation model","USA","North America","HIC","Synthetic - below threshold","rainfed",44.41399,1.4441399,"NA","NA","NA","NA","1.7857000000000001","NA","1.52","1.0267196999999999","Positive: % change in nitrogen loss (reduction)","NA",50.4920202,1.504920202,"1.5049202020000001","NA","NA",NA,"Win-Win"
88,185,"Fung K.M., Tai A.P.K., Yong T., Liu X., Lam H.-M.",2019,"Co-benefits of intercropping as a sustainable farming method for safeguarding both food security and air quality","Fung, K. M., Tai, A. P. K., Yong, T., Liu, X., & Lam, H. M. (2019). Co-benefits of intercropping as a sustainable farming method for safeguarding both food security and air quality. Environmental Research Letters, 14(4). doi:10.1088/1748-9326/aafc8b","Province","Simulation model","China","Asia","UMIC","Synthetic - above threshold","irrigation",45,1.45,"1.45","NA","NA","NA","NA","NA","NA","NA","NA","NA",93,1.93,"1.93","NA","Mixed",NA,"Win-Mix"
89,195,"Ghosh P.K., Hazra K.K., Venkatesh M.S., Praharaj C.S., Kumar N., Nath C.P., Singh U., Singh S.S.",2020,"Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run","Ghosh, P. K., Hazra, K. K., Venkatesh, M. S., Praharaj, C. S., Kumar, N., Nath, C. P., . . . Singh, S. S. (2020). Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run. Experimental Agriculture, 56(1), 142-158. doi:10.1017/s0014479719000243","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",18.2042733333333,1.18204273333333,"NA","NA","NA","1.3267327","NA","NA","NA","1.1493955","Available soil nitrogen","1.07",142.857142857143,2.42857142857143,"2.4285714285714284","Positive","Positive",NA,"Win-Win"
90,195,"Ghosh P.K., Hazra K.K., Venkatesh M.S., Praharaj C.S., Kumar N., Nath C.P., Singh U., Singh S.S.",2020,"Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run","Ghosh, P. K., Hazra, K. K., Venkatesh, M. S., Praharaj, C. S., Kumar, N., Nath, C. P., . . . Singh, S. S. (2020). Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run. Experimental Agriculture, 56(1), 142-158. doi:10.1017/s0014479719000243","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",13.65772,1.1365772,"NA","NA","NA","1.1459459000000001","NA","NA","NA","1.1637857","Available soil nitrogen","1.1000000000000001",70.8333333333333,1.70833333333333,"2.4166666666666665","1","Positive",NA,"Win-Mix"
91,195,"Ghosh P.K., Hazra K.K., Venkatesh M.S., Praharaj C.S., Kumar N., Nath C.P., Singh U., Singh S.S.",2020,"Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run","Ghosh, P. K., Hazra, K. K., Venkatesh, M. S., Praharaj, C. S., Kumar, N., Nath, C. P., . . . Singh, S. S. (2020). Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run. Experimental Agriculture, 56(1), 142-158. doi:10.1017/s0014479719000243","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",11.488549053163,1.11488549053163,"NA","NA","NA","1.2871287128712872","NA","NA","NA","1.0293609671848014","Available soil nitrogen","1.0281667915388011",66.6666666666667,1.66666666666667,"1.6666666666666667","Positive","Positive",NA,"Win-Win"
92,195,"Ghosh P.K., Hazra K.K., Venkatesh M.S., Praharaj C.S., Kumar N., Nath C.P., Singh U., Singh S.S.",2020,"Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run","Ghosh, P. K., Hazra, K. K., Venkatesh, M. S., Praharaj, C. S., Kumar, N., Nath, C. P., . . . Singh, S. S. (2020). Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run. Experimental Agriculture, 56(1), 142-158. doi:10.1017/s0014479719000243","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",17.5025997823866,1.17502599782387,"NA","NA","NA","1.437837837837838","NA","NA","NA","1.0496974935177181","Available soil nitrogen","1.0375426621160408",16.6666666666667,1.16666666666667,"1.3333333333333333","1","Positive",NA,"Win-Mix"
93,199,"Gitari H.I., Gachene C.K.K., Karanja N.N., Kamau S., Nyawade S., Sharma K., Schulte-Geldermann E.",2018,"Optimizing yield and economic returns of rain-fed potato (Solanum tuberosum L.) through water conservation under potato-legume intercropping systems","Gitari, H. I., Gachene, C. K. K., Karanja, N. N., Kamau, S., Nyawade, S., Sharma, K., & Schulte-Geldermann, E. (2018). Optimizing yield and economic returns of rain-fed potato (Solanum tuberosum L.) through water conservation under potato-legume intercropping systems. Agricultural Water Management, 208, 59-66. doi:10.1016/j.agwat.2018.06.005","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",25.61,1.2561,"NA","NA","NA","1.2561","NA","NA","NA","NA","NA","NA",23.52,1.2352,"1.2352000000000001","NA","Negative",NA,"Win-Mix"
94,199,"Gitari H.I., Gachene C.K.K., Karanja N.N., Kamau S., Nyawade S., Sharma K., Schulte-Geldermann E.",2018,"Optimizing yield and economic returns of rain-fed potato (Solanum tuberosum L.) through water conservation under potato-legume intercropping systems","Gitari, H. I., Gachene, C. K. K., Karanja, N. N., Kamau, S., Nyawade, S., Sharma, K., & Schulte-Geldermann, E. (2018). Optimizing yield and economic returns of rain-fed potato (Solanum tuberosum L.) through water conservation under potato-legume intercropping systems. Agricultural Water Management, 208, 59-66. doi:10.1016/j.agwat.2018.06.005","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",9.95999999999999,1.0996,"NA","NA","NA","1.0995999999999999","NA","NA","NA","NA","NA","NA",6.13999999999999,1.0614,"1.0613999999999999","NA","Negative",NA,"Win-Mix"
95,199,"Gitari H.I., Gachene C.K.K., Karanja N.N., Kamau S., Nyawade S., Sharma K., Schulte-Geldermann E.",2018,"Optimizing yield and economic returns of rain-fed potato (Solanum tuberosum L.) through water conservation under potato-legume intercropping systems","Gitari, H. I., Gachene, C. K. K., Karanja, N. N., Kamau, S., Nyawade, S., Sharma, K., & Schulte-Geldermann, E. (2018). Optimizing yield and economic returns of rain-fed potato (Solanum tuberosum L.) through water conservation under potato-legume intercropping systems. Agricultural Water Management, 208, 59-66. doi:10.1016/j.agwat.2018.06.005","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",7.54999999999999,1.0755,"NA","NA","NA","1.0754999999999999","NA","NA","NA","NA","NA","NA",15.17,1.1517,"1.1516999999999999","NA","Negative",NA,"Win-Mix"
98,200,"Glenk K., Shrestha S., Topp C.F.E., Sánchez B., Iglesias A., Dibari C., Merante P.",2017,"A farm level approach to explore farm gross margin effects of soil organic carbon management","Glenk, K., Shrestha, S., Topp, C. F. E., Sánchez, B., Iglesias, A., Dibari, C., & Merante, P. (2017). A farm level approach to explore farm gross margin effects of soil organic carbon management. Agricultural Systems, 151, 33-46. doi:10.1016/j.agsy.2016.11.002","Farm","Model (Aragon Census Data for Aragon, Spain)","Spain","Europe","HIC","Synthetic - below threshold","rainfed",0,1,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA",26,1.26,"1.26","Positive","Positive",NA,"Mix-Win"
103,214,"Guvenc I., Yildirim E.",2006,"Increasing productivity with intercropping systems in cabbage production","Guvenc, I., & Yildirim, E. (2006). Increasing productivity with intercropping systems in cabbage production. Journal of Sustainable Agriculture, 28(4), 29-44. doi:10.1300/J064v28n04_04","Plot","Experiment (research station)","Turkey","Europe","UMIC","Synthetic - below threshold","irrigation",0.991339999999985,1.0099134,"NA","NA","NA","NA","NA","NA","NA","1.009617","Leaf nitrogen","1.0102097999999999",14.3614734,1.143614734,"1.143614734","NA","NA",NA,"Win-Win"
105,217,"Halpin N.V., Wang W., Rehbein W.E., Reeves S.H.",2015,"Sugarcane productivity response to different fallow and soybean residue management practices in the Bundaberg district","Halpin, N. V., Wang, W., Rehbein, W. E., & Reeves, S. H. (2015). Sugarcane productivity response to different fallow and soybean residue management practices in the Bundaberg district. 37th Annual Conference of the Australian Society of Sugar Cane Technologists, ASSCT 2015, 23-32.","Plot","Experiment (research station)","Australia","Australia","HIC","Synthetic - below threshold","irrigation",0.404630198729783,1.0040463019873,"Positive","NA","NA","NA","1","NA","NA","1.0121389059618933","Nitrogen uptake (kgN/ha)","1",21.5273733255678,1.21527373325568,"1.2152737332556784","NA","NA",NA,"Mix-Win"
113,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",23.7929066666667,1.23792906666667,"NA","NA","NA","1.0581255000000001","NA","NA","1.0514950000000001","1.6041666999999999","Available soil nitrogen","NA",203.75,3.0375,"3.0375000000000001","NA","Negative",NA,"Mix-Mix"
114,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",3.56692333333333,1.03566923333333,"NA","NA","NA","0.96145119999999995","NA","NA","1.0830565000000001","1.0625","Available soil nitrogen","NA",27.5,1.275,"1.2749999999999999","NA","Negative",NA,"Mix-Mix"
115,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",7.40703999999999,1.0740704,"NA","NA","NA","0.96659110000000004","NA","NA","1.0472868","1.2083333000000001","Available soil nitrogen","NA",-32.5,0.675,"0.67500000000000004","NA","Negative",NA,"Mix-Mix"
116,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",20.7952233333333,1.20795223333333,"NA","NA","NA","1.1030234000000001","NA","NA","1","1.5208333000000001","Available soil nitrogen","NA",-58.75,0.4125,"0.41249999999999998","NA","Negative",NA,"Mix-Mix"
126,259,"Jat R.S., Choudhary R.L., Singh H.V., Meena M.K., Singh V.V., Rai P.K.",2021,"Sustainability, productivity, profitability and soil health with conservation agriculture based sustainable intensification of oilseed brassica production system","Jat, R. S., Choudhary, R. L., Singh, H. V., Meena, M. K., Singh, V. V., & Rai, P. K. (2021). Sustainability, productivity, profitability and soil health with conservation agriculture based sustainable intensification of oilseed brassica production system. Scientific Reports, 11(1). doi:10.1038/s41598-021-92801-z","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","irrigation",12.89398,1.1289398,"NA","NA","NA","NA","NA","NA","NA","1.1289397999999999","Partial factor productivity (kg ha−1) of nitrogen","NA",37.6452363,1.376452363,"1.3764523630000001","NA","NA",NA,"Win-Win"
127,259,"Jat R.S., Choudhary R.L., Singh H.V., Meena M.K., Singh V.V., Rai P.K.",2021,"Sustainability, productivity, profitability and soil health with conservation agriculture based sustainable intensification of oilseed brassica production system","Jat, R. S., Choudhary, R. L., Singh, H. V., Meena, M. K., Singh, V. V., & Rai, P. K. (2021). Sustainability, productivity, profitability and soil health with conservation agriculture based sustainable intensification of oilseed brassica production system. Scientific Reports, 11(1). doi:10.1038/s41598-021-92801-z","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","irrigation",7.73638999999999,1.0773639,"NA","NA","NA","NA","NA","NA","NA","1.0773638999999999","Partial factor productivity (kg ha−1) of nitrogen","NA",43.609605,1.43609605,"1.43609605","NA","NA",NA,"Win-Win"
133,278,"Kaur N., Bhullar M.S., Gill G.",2015,"Weed management options for sugarcane-vegetable intercropping systems in north-western India","Kaur, N., Bhullar, M. S., & Gill, G. (2015). Weed management options for sugarcane-vegetable intercropping systems in north-western India. Crop Protection, 74, 18-23. doi:10.1016/j.cropro.2015.03.025","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - above threshold","rainfed",67.72934,1.6772934,"NA","NA","1.6772933999999999","NA","NA","NA","NA","NA","NA","NA",87.7427184,1.877427184,"1.8774271840000001","NA","Negative",NA,"Win-Mix"
151,309,"Kumar M., Kumar R., Rangnamei K.L., Das A., Meena K.L., Rajkhowa D.J.",2019,"Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas","Kumar, M., Kumar, R., Rangnamei, K. L., Das, A., Meena, K. L., & Rajkhowa, D. J. (2019). Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas. Indian Journal of Agricultural Sciences, 89(7), 1157-1161.","Field","Experiment (on farm)","India","Asia","LMIC","Unknown","rainfed",108.511586466667,2.08511586466667,"1.336898396","NA","NA","NA","NA","NA","NA","NA","NA","2.8333333333333335",523.222626350986,6.23222626350986,"11.428621908127209","NA","Negative","1.0358306188925082","Win-Mix"
152,319,"Kuntashula E., Chabala L.M., Mulenga B.P.",2014,"Impact of minimum tillage and crop rotation as climate change adaptation strategies on farmer welfare in smallholder farming systems of Zambia","Kuntashula, E., Chabala, L. M., & Mulenga, B. P. (2014). Impact of minimum tillage and crop rotation as climate change adaptation strategies on farmer welfare in smallholder farming systems of Zambia. Journal of Sustainable Development, 7(4), 95-110. doi:10.5539/jsd.v7n4p95","Household","Recall","Zambia","Africa","LIC","Unknown","rainfed",21,1.21,"NA","NA","NA","NA","NA","NA","NA","NA","NA","1.21",0,1,"1","NA","NA",NA,"Win-Mix"
153,320,"Kuri B.R., Yadav R.S., Kumawat A.",2012,"Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone","Kuri, B. R., Yadav, R. S., & Kumawat, A. (2014). Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone. Indian Journal of Agricultural Sciences, 82(11), 993-996.","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","irrigation",21.3295902520607,1.21329590252061,"NA","NA","NA","NA","NA","NA","NA","1.2132959025206069","Total N uptake (kg/ha)","NA",12.2229438986766,1.12222943898677,"1.1222294389867662","NA","Negative",NA,"Win-Mix"
155,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,"Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop","Lengwati, D. M., Mathews, C., & Dakora, F. D. (2020). Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop. Frontiers in Sustainable Food Systems, 4. doi:10.3389/fsufs.2020.00094","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",38.3928571428571,1.38392857142857,"NA","NA","NA","NA","NA","NA","NA","1.4878571428571428","Percentage increases in mineral nutrient composition of maize grain (Average)","1.28",222,3.22,"3.22","NA","Negative",NA,"Win-Mix"
156,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,"Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop","Lengwati, D. M., Mathews, C., & Dakora, F. D. (2020). Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop. Frontiers in Sustainable Food Systems, 4. doi:10.3389/fsufs.2020.00095","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",32.1714285714286,1.32171428571429,"NA","NA","NA","NA","NA","NA","NA","1.3334285714285714","Percentage increases in mineral nutrient composition of maize grain (Average)","1.31",225,3.25,"3.25","NA","Negative",NA,"Win-Mix"
157,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,"Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop","Lengwati, D. M., Mathews, C., & Dakora, F. D. (2020). Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop. Frontiers in Sustainable Food Systems, 4. doi:10.3389/fsufs.2020.00096","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",16.2585714285714,1.16258571428571,"NA","NA","NA","NA","NA","NA","NA","1.1751714285714285","Percentage increases in mineral nutrient composition of maize grain (Average)","1.1499999999999999",108,2.08,"2.08","NA","Negative",NA,"Win-Mix"
158,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,"Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop","Lengwati, D. M., Mathews, C., & Dakora, F. D. (2020). Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop. Frontiers in Sustainable Food Systems, 4. doi:10.3389/fsufs.2020.00097","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",24.2785714285714,1.24278571428571,"NA","NA","NA","NA","NA","NA","NA","1.3255714285714286","Percentage increases in mineral nutrient composition of maize grain (Average)","1.1599999999999999",154,2.54,"2.54","NA","Negative",NA,"Win-Mix"
159,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,"Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop","Lengwati, D. M., Mathews, C., & Dakora, F. D. (2020). Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop. Frontiers in Sustainable Food Systems, 4. doi:10.3389/fsufs.2020.00098","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",14.7642857142857,1.14764285714286,"NA","NA","NA","NA","NA","NA","NA","1.0652857142857144","Percentage increases in mineral nutrient composition of maize grain (Average)","1.23",154,2.54,"2.54","NA","Negative",NA,"Win-Mix"
160,337,"Li R., Lin H., Niu H., Chen Y., Zhao S., Fan L.",2019,"Smallholder preference and agroecosystem service trade-offs: A case study in Xinzheng County, China","Li, R., Lin, H., Niu, H., Chen, Y., Zhao, S., & Fan, L. (2019). Smallholder preference and agroecosystem service trade-offs: A case study in Xinzheng County, China. Agricultural Systems, 168, 19-26. doi:10.1016/j.agsy.2018.10.002","Farm","Recall + Simulation model","China","Asia","UMIC","Unknown","irrigation",-2.33601474362429,0.976639852563757,"1.0179089479939647","NA","NA","NA","NA","NA","NA","0.93537075713354945","N leaching (Hundred kg N ha−1)","NA",4.86624626348804,1.04866246263488,"1.0486624626348804","Positive","NA",NA,"Mix-Mix"
161,338,"LI Y.-H., SHI D.-Y., LI G.-H., ZHAO B., ZHANG J.-W., LIU P., REN B., DONG S.-T.",2019,"Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize","Li, Y.-h., Shi, D.-y., Li, G.-h., Zhao, B., Zhang, J.-w., Liu, P., . . . Dong, S.-t. (2019). Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize. Journal of Integrative Agriculture, 18(10), 2219-2229. doi:10.1016/s2095-3119(19)62616-x","Plot","Experiment (research station)","China","Asia","UMIC","Synthetic - above threshold","rainfed",26.325,1.26325,"NA","NA","NA","NA","NA","NA","NA","NA","NA","1.26325",23,1.23,"1.23","NA","NA",NA,"Win-Win"
164,356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,"Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations","MacWilliam, S., Wismer, M., & Kulshreshtha, S. (2014). Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations. Agricultural Systems, 123, 43-53. doi:10.1016/j.agsy.2013.08.009","Functional unit (one tonne of grain)","Simulation model (LCA)","Canada","North America","HIC","Synthetic - below threshold","rainfed",18.5,1.185,"1.22","NA","NA","NA","1.125","NA","NA","1.21","Terrestrial acidification and nutrification: Proton release and/or chemical nutrient release to soil (kg SO2 equivalents into air/ kg emission).","NA",34,1.34,"1.34","Positive","Mixed",NA,"Win-Mix"
165,356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,"Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations","MacWilliam, S., Wismer, M., & Kulshreshtha, S. (2014). Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations. Agricultural Systems, 123, 43-53. doi:10.1016/j.agsy.2013.08.009","Functional unit (one tonne of grain)","Simulation model (LCA)","Canada","North America","HIC","Synthetic - below threshold","rainfed",23.3333333333333,1.23333333333333,"1.25","NA","NA","NA","1.21","NA","NA","1.24","Terrestrial acidification and nutrification: Proton release and/or chemical nutrient release to soil (kg SO2 equivalents into air/ kg emission).","NA",17,1.17,"1.17","Positive","Mixed",NA,"Win-Mix"
168,366,"Manjunath B.L., Paramesh V., Mahajan G.R., Reddy K.V., Das B., Singh N.P.",2018,"A five years study on the selection of rice based cropping systems in Goa, for west coast region of India","Manjunath, B. L., Paramesh, V., Mahajan, G. R., Reddy, K. V., Das, B., & Singh, N. P. (2018). A five years study on the selection of rice based cropping systems in Goa, for west coast region of India. Journal of Environmental Biology, 39(3), 393-399. doi:10.22438/jeb/39/3/MRN-593","Plot","Experiment (research station)","India","Asia","LMIC","No synthetic","irrigation",9.42567983333333,1.09425679833333,"0.97023809500000002","NA","NA","NA","NA","NA","NA","1.0352397","Available soil nitrogen (kg/ha)","1.2772926",59.8185242,1.598185242,"1.598185242","NA","Negative",NA,"Mix-Mix"
