"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","Prov_services_average_percent_transf","Prov_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Nonecon_wellbeing_average_percent_transf","Nonecon_wellbeing_average","Natural_capital","Health","Education","Social_cultural_relations","Food_security","Employment","Justice","Property_rights","Combined_ecological_social_outcome"
203,418,"Nel A.A., Purchase J.L., Barnard A.",2003,"Productivity and stability of grain yield in wheat and maize as affected by rotational cropping systems in the eastern Free State","Nel, A. A., Purchase, J. L., & Barnard, A. (2013). Productivity and stability of grain yield in wheat and maize as affected by rotational cropping systems in the eastern Free State. South African Journal of Plant and Soil, 20(2), 81-86. doi:10.1080/02571862.2003.10634913","Field","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",97.9698073919833,1.97969807391983,1.97969807391983,"Cumulative grain yield","NA","NA","NA","NA","NA",17.7966101694915,1.17796610169492,"NA","1.1779661016949152","NA","NA","NA",NA,"NA","NA","Win-Win"
204,418,"Nel A.A., Purchase J.L., Barnard A.",2003,"Productivity and stability of grain yield in wheat and maize as affected by rotational cropping systems in the eastern Free State","Nel, A. A., Purchase, J. L., & Barnard, A. (2013). Productivity and stability of grain yield in wheat and maize as affected by rotational cropping systems in the eastern Free State. South African Journal of Plant and Soil, 20(2), 81-86. doi:10.1080/02571862.2003.10634913","Field","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",51.8638824439289,1.51863882443929,1.51863882443929,"Cumulative grain yield","NA","NA","NA","NA","NA",17.7966101694915,1.17796610169492,"NA","1.1779661016949152","NA","NA","NA",NA,"NA","NA","Mix-Mix"
205,418,"Nel A.A., Purchase J.L., Barnard A.",2003,"Productivity and stability of grain yield in wheat and maize as affected by rotational cropping systems in the eastern Free State","Nel, A. A., Purchase, J. L., & Barnard, A. (2013). Productivity and stability of grain yield in wheat and maize as affected by rotational cropping systems in the eastern Free State. South African Journal of Plant and Soil, 20(2), 81-86. doi:10.1080/02571862.2003.10634913","Field","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",57.2843309859155,1.57284330985915,1.57284330985915,"Cumulative grain yield","NA","NA","NA","NA","NA",7.2289156626506,1.07228915662651,"NA","1.072289156626506","NA","NA","NA",NA,"NA","NA","Win-Win"
208,421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,"Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi","Ngwira, A. R., Kabambe, V., Simwaka, P., Makoko, K., & Kamoyo, K. (2020). Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi. Acta Agriculturae Scandinavica, Section B — Soil & Plant Science, 70(3), 241-251. doi:10.1080/09064710.2020.1712470","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",37.05419,1.3705419,1.3705419,"Cumulative grain yield","NA","NA","NA","NA","NA",-5.49999999999999,0.945,"0.94500000000000006","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
210,421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,"Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi","Ngwira, A. R., Kabambe, V., Simwaka, P., Makoko, K., & Kamoyo, K. (2020). Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi. Acta Agriculturae Scandinavica, Section B — Soil & Plant Science, 70(3), 241-251. doi:10.1080/09064710.2020.1712472","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",4.201681,1.04201681,1.04201681,"Cumulative grain yield","NA","NA","NA","NA","NA",2.49999999999999,1.025,"1.0249999999999999","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
212,421,"Ngwira A.R., Kabambe V., Simwaka P., Makoko K., Kamoyo K.",2020,"Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi","Ngwira, A. R., Kabambe, V., Simwaka, P., Makoko, K., & Kamoyo, K. (2020). Productivity and profitability of maize-legume cropping systems under conservation agriculture among smallholder farmers in Malawi. Acta Agriculturae Scandinavica, Section B — Soil & Plant Science, 70(3), 241-251. doi:10.1080/09064710.2020.1712474","Plot","Experiment (on farm)","Malawi","Africa","LIC","Synthetic - below threshold","rainfed",13.392541,1.13392541,1.13392541,"Cumulative grain yield","NA","NA","NA","NA","NA",16.5,1.165,"1.165","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
217,428,"Novotny I.P., Tittonell P., Fuentes-Ponce M.H., López-Ridaura S., Rossing W.A.H.",2021,"The importance of the traditional milpa in food security and nutritional self-sufficiency in the highlands of Oaxaca, Mexico","Novotny, I. P., Tittonell, P., Fuentes-Ponce, M. H., Lopez-Ridaura, S., & Rossing, W. A. H. (2021). The importance of the traditional milpa in food security and nutritional self-sufficiency in the highlands of Oaxaca, Mexico. PLoS ONE, 16(2), e0246281. doi:10.1371/journal.pone.0246281","Household","Recall - Survey (Household survey, population censuses, agricultural censuses, and production survey)","Mexico","Central America","UMIC","Unknown","rainfed",20,1.2,1.2,"other","NA","NA","NA","NA","NA",88.9946,1.889946,"NA","NA","NA","NA","1.8899459999999999",NA,"NA","NA","Win-Mix"
218,428,"Novotny I.P., Tittonell P., Fuentes-Ponce M.H., López-Ridaura S., Rossing W.A.H.",2021,"The importance of the traditional milpa in food security and nutritional self-sufficiency in the highlands of Oaxaca, Mexico","Novotny, I. P., Tittonell, P., Fuentes-Ponce, M. H., Lopez-Ridaura, S., & Rossing, W. A. H. (2021). The importance of the traditional milpa in food security and nutritional self-sufficiency in the highlands of Oaxaca, Mexico. PLoS ONE, 16(2), e0246281. doi:10.1371/journal.pone.0246281","Household","Recall - Survey (Household survey, population censuses, agricultural censuses, and production survey)","Mexico","Central America","UMIC","Unknown","rainfed",35.714286,1.35714286,1.35714286,"other","NA","NA","NA","NA","NA",58.00778,1.5800778,"NA","NA","NA","NA","1.5800778",NA,"NA","NA","Win-Mix"
219,432,"Nwofia G.E., Jiwuba F., Okpara D.A., Mbah E.U.",2017,"Yield and Productivity of Eggplant Genotypes Intercropped with Vegetable Cowpea in the Humid Tropics","Nwofia, G. E., Jiwuba, F., Okpara, D. A., & Mbah, E. U. (2017). Yield and Productivity of Eggplant Genotypes Intercropped with Vegetable Cowpea in the Humid Tropics. International Journal of Vegetable Science, 23(5), 400-410. doi:10.1080/19315260.2017.1310779","Plot","Experiment (research station)","Nigeria","Africa","LMIC","No synthetic","rainfed",0,1,1,"other","NA","NA","NA","NA","NA",51.8333333333333,1.51833333333333,"1.5183333333333333","NA","NA","NA","NA",NA,"NA","NA","Mix-Mix"
254,477,"Pradhan A., Chan C., Roul P.K., Halbrendt J., Sipes B.",2018,"Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach","Pradhan, A., Chan, C., Roul, P. K., Halbrendt, J., & Sipes, B. (2018). Potential of conservation agriculture (CA) for climate change adaptation and food security under rainfed uplands of India: A transdisciplinary approach. Agricultural Systems, 163, 27-35. doi:10.1016/j.agsy.2017.01.002","Village","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","rainfed",44.9240551042035,1.44924055104203,1.44924055104203,"Equivalent yield","NA","NA","NA","NA","NA",26.6666666666667,1.26666666666667,"NA","NA","NA","NA","NA","1.2666666666666666","NA","NA","Win-Win"
265,505,"Reddy P.R.R., Mohammad S.",2009,"Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions","Reddy, P. R. R., & Mohammad, S. (2009). Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions. Indian Journal of Agricultural Sciences, 79(3), 210-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",-3.30752990851513,0.966924700914849,0.966924700914849,"Equivalent yield","NA","NA","NA","NA","NA",16.5,1.165,"1.165","NA","NA","NA","NA",NA,"NA","NA","Lose-Win"
266,505,"Reddy P.R.R., Mohammad S.",2009,"Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions","Reddy, P. R. R., & Mohammad, S. (2009). Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions. Indian Journal of Agricultural Sciences, 79(3), 210-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",26.5306122,1.265306122,1.265306122,"Equivalent yield","NA","NA","NA","NA","NA",41.5,1.415,"1.415","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
267,505,"Reddy P.R.R., Mohammad S.",2009,"Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions","Reddy, P. R. R., & Mohammad, S. (2009). Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions. Indian Journal of Agricultural Sciences, 79(3), 210-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",27.7973258268825,1.27797325826882,1.27797325826882,"Equivalent yield","NA","NA","NA","NA","NA",46,1.46,"1.46","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
268,505,"Reddy P.R.R., Mohammad S.",2009,"Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions","Reddy, P. R. R., & Mohammad, S. (2009). Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions. Indian Journal of Agricultural Sciences, 79(3), 210-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",25.1231527093596,1.2512315270936,1.2512315270936,"Equivalent yield","NA","NA","NA","NA","NA",50.5,1.505,"1.5049999999999999","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
269,505,"Reddy P.R.R., Mohammad S.",2009,"Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions","Reddy, P. R. R., & Mohammad, S. (2009). Evaluation of cotton (Gossypium hirsutum)-based intercropping system through different approaches under rainfed conditions. Indian Journal of Agricultural Sciences, 79(3), 210-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",3.87051372273046,1.0387051372273,1.0387051372273,"Equivalent yield","NA","NA","NA","NA","NA",15.5,1.155,"1.155","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
276,514,"Rusinamhodzi L., Corbeels M., Nyamangara J., Giller K.E.",2012,"Maize-grain legume intercropping is an attractive option for ecological intensification that reduces climatic risk for smallholder farmers in central Mozambique","Rusinamhodzi, L., Corbeels, M., Nyamangara, J., & Giller, K. E. (2012). Maize–grain legume intercropping is an attractive option for ecological intensification that reduces climatic risk for smallholder farmers in central Mozambique. Field Crops Research, 136, 12-22. doi:10.1016/j.fcr.2012.07.014","Field","Experiment (on farm)","Mozambique","Africa","LIC","Synthetic - below threshold","rainfed",3.34448199999999,1.03344482,1.03344482,"Cumulative grain yield","NA","NA","NA","NA","NA",40,1.4,"1.4","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
277,514,"Rusinamhodzi L., Corbeels M., Nyamangara J., Giller K.E.",2012,"Maize-grain legume intercropping is an attractive option for ecological intensification that reduces climatic risk for smallholder farmers in central Mozambique","Rusinamhodzi, L., Corbeels, M., Nyamangara, J., & Giller, K. E. (2012). Maize–grain legume intercropping is an attractive option for ecological intensification that reduces climatic risk for smallholder farmers in central Mozambique. Field Crops Research, 136, 12-22. doi:10.1016/j.fcr.2012.07.015","Field","Experiment (on farm)","Mozambique","Africa","LIC","Synthetic - below threshold","rainfed",33.645833,1.33645833,1.33645833,"Cumulative grain yield","NA","NA","NA","NA","NA",92.5,1.925,"1.925","NA","NA","NA","Positive",NA,"NA","NA","Win-Win"
278,521,"Saidia P.S., Asch F., Kimaro A.A., Germer J., Kahimba F.C., Graef F., Semoka J.M.R., Rweyemamu C.L.",2019,"Soil moisture management and fertilizer micro-dosing on yield and land utilization efficiency of inter-cropping maize-pigeon-pea in sub humid Tanzania","Saidia, P. S., Asch, F., Kimaro, A. A., Germer, J., Kahimba, F. C., Graef, F., . . . Rweyemamu, C. L. (2019). Soil moisture management and fertilizer micro-dosing on yield and land utilization efficiency of inter-cropping maize-pigeon-pea in sub humid Tanzania. Agricultural Water Management, 223. doi:10.1016/j.agwat.2019.105712","Plot","Experiment (on farm)","Tanzania","Africa","LMIC","Synthetic - below threshold","rainfed",37.668902,1.37668902,1.37668902,"Cumulative grain yield","NA","NA","NA","NA","NA",94.41667,1.9441667,"1.9441667","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
279,521,"Saidia P.S., Asch F., Kimaro A.A., Germer J., Kahimba F.C., Graef F., Semoka J.M.R., Rweyemamu C.L.",2019,"Soil moisture management and fertilizer micro-dosing on yield and land utilization efficiency of inter-cropping maize-pigeon-pea in sub humid Tanzania","Saidia, P. S., Asch, F., Kimaro, A. A., Germer, J., Kahimba, F. C., Graef, F., . . . Rweyemamu, C. L. (2019). Soil moisture management and fertilizer micro-dosing on yield and land utilization efficiency of inter-cropping maize-pigeon-pea in sub humid Tanzania. Agricultural Water Management, 223. doi:10.1016/j.agwat.2019.105713","Plot","Experiment (on farm)","Tanzania","Africa","LMIC","Synthetic - below threshold","rainfed",71.3,1.713,1.713,"Cumulative grain yield","NA","NA","NA","NA","NA",100.16667,2.0016667,"2.0016666999999999","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
280,525,"Sanford G.R., Jackson R.D., Booth E.G., Hedtcke J.L., Picasso V.",2021,"Perenniality and diversity drive output stability and resilience in a 26-year cropping systems experiment","Sanford, G. R., Jackson, R. D., Booth, E. G., Hedtcke, J. L., & Picasso, V. (2021). Perenniality and diversity drive output stability and resilience in a 26-year cropping systems experiment. Field Crops Research, 263. doi:10.1016/j.fcr.2021.108071","Plot","Experiment (on farm)","USA","North America","HIC","Synthetic - below threshold","rainfed",-1.11111111111111,0.988888888888889,0.988888888888889,"other","NA","NA","NA","NA","NA",24.2902208201893,1.24290220820189,"NA","NA","NA","NA","1.2429022082018928",NA,"NA","NA","Lose-Win"
281,529,"Sarkar R.K., Chakraborty A.",2000,"Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land","Sarkar, R. K., & Chakraborty, A. (2000). Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land. Indian Journal of Agricultural Sciences, 70(4), 211-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",79.481638,1.79481638,1.79481638,"Equivalent yield","NA","NA","NA","NA","NA",68.66667,1.6866667,"1.6866667","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
282,529,"Sarkar R.K., Chakraborty A.",2000,"Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land","Sarkar, R. K., & Chakraborty, A. (2000). Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land. Indian Journal of Agricultural Sciences, 70(4), 211-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",72.745847,1.72745847,1.72745847,"Equivalent yield","NA","NA","NA","NA","NA",68.66667,1.6866667,"1.6866667","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
283,529,"Sarkar R.K., Chakraborty A.",2000,"Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land","Sarkar, R. K., & Chakraborty, A. (2000). Biological feasibility and economic viability of intercropping pulse and oilseed crops with sesame (Sesamum indicum) under different planting patterns in rice-fallow gangetic alluvial land. Indian Journal of Agricultural Sciences, 70(4), 211-214.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",51.869078,1.51869078,1.51869078,"Equivalent yield","NA","NA","NA","NA","NA",28.33333,1.2833333,"1.2833333","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
284,530,"Sarkar R.K., Chakraborty A., Bala B.",1998,"Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land","Sarkar, R. K., Chakraborty, A., & Bala, B. (1998). Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land. Indian Journal of Agronomy, 43(4), 601-605.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",46.98382,1.4698382,1.4698382,"Equivalent yield","NA","NA","NA","NA","NA",46,1.46,"1.46","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
285,530,"Sarkar R.K., Chakraborty A., Bala B.",1998,"Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land","Sarkar, R. K., Chakraborty, A., & Bala, B. (1998). Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land. Indian Journal of Agronomy, 43(4), 601-605.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",41.27647,1.4127647,1.4127647,"Equivalent yield","NA","NA","NA","NA","NA",45,1.45,"1.45","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
286,530,"Sarkar R.K., Chakraborty A., Bala B.",1998,"Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land","Sarkar, R. K., Chakraborty, A., & Bala, B. (1998). Biological potential and economic feasibility of intercropping of sunflower (Helianthus annuus) with pulses and oilseeds under different planting patterns on rice fallow land. Indian Journal of Agronomy, 43(4), 601-605.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",115.94388,2.1594388,2.1594388,"Equivalent yield","NA","NA","NA","NA","NA",49,1.49,"1.49","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
287,528,"Sarkar R.K., Sanyal S.R.",2000,"Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land","Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",9.398496,1.09398496,1.09398496,"Equivalent yield","NA","NA","NA","NA","NA",21,1.21,"1.21",NA,"NA","NA","NA",NA,"NA","NA","Win-Win"
288,528,"Sarkar R.K., Sanyal S.R.",2000,"Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land","Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",2.03007500000001,1.02030075,1.02030075,"Equivalent yield","NA","NA","NA","NA","NA",15,1.15,"1.1499999999999999",NA,"NA","NA","NA",NA,"NA","NA","Win-Mix"
289,528,"Sarkar R.K., Sanyal S.R.",2000,"Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land","Sarkar, R. K., & Sanyal, S. R. (2000). Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land. Indian Journal of Agronomy, 45(3), 545-550.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",35.413534,1.35413534,1.35413534,"Equivalent yield","NA","NA","NA","NA","NA",24.5,1.245,"1.2450000000000001",NA,"NA","NA","NA",NA,"NA","NA","Win-Win"
292,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",8.24952940000001,1.082495294,1.082495294,"Equivalent yield","NA","NA","NA","NA","NA",23,1.23,"1.23","NA","NA","NA","NA",NA,"NA","NA","Mix-Mix"
293,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",22.9925736829891,1.22992573682989,1.22992573682989,"Equivalent yield","NA","NA","NA","NA","NA",23,1.23,"1.23","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
294,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",9.18426549083316,1.09184265490833,1.09184265490833,"Equivalent yield","NA","NA","NA","NA","NA",24,1.24,"1.24","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
295,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",15.6210515458601,1.1562105154586,1.1562105154586,"Equivalent yield","NA","NA","NA","NA","NA",8.00000000000001,1.08,"1.08","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
296,539,"Sharma A.R., Behera U.K.",2009,"Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system","Sharma, A., Sharma, J. J., Rana, M. C., & Sood, S. (2006). Evaluation of Phaseolus vulgaris as intercrop with vegetables for enhancing productivity system and profitability under high hill dry temperate conditions of north-western Himalayas. Indian Journal of Agricultural Sciences, 76(1), 29-32.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",7.54170856862897,1.07541708568629,1.07541708568629,"Equivalent yield","NA","NA","NA","NA","NA",6.00000000000001,1.06,"1.06","NA","NA","NA","NA",NA,"NA","NA","Win-Mix"
297,540,"Sharma K.C.",2018,"Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india","Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",-1.36417599999999,0.98635824,0.98635824,"Equivalent yield","NA","NA","NA","NA","NA",2.23980500000001,1.02239805,"1.0066667","1.0381294000000001","NA","NA","NA",NA,"NA","NA","Mix-Mix"
298,540,"Sharma K.C.",2018,"Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india","Sharma, K. C. (2018). Inter/mixed cropping of lentil (Lens culinaris) in late-sown wheat (Triticum aestivum) for higher productivity and profitability of wheat in vertisols of central india. Indian Journal of Agronomy, 63(1), 32-38.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",-5.560498,0.94439502,0.94439502,"Equivalent yield","NA","NA","NA","NA","NA",1.8616,1.018616,"1","1.0372319999999999","NA","NA","NA",NA,"NA","NA","Mix-Mix"
300,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",25.92927,1.2592927,1.6237854,"Equivalent yield","NA","NA","NA","0.89480000000000004","NA",31,1.31,"1.31","NA","NA","NA","NA",NA,"NA","NA","Mix-Win"
301,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",12.33113,1.1233113,1.3704226,"Equivalent yield","NA","NA","NA","0.87619999999999998","NA",16.5,1.165,"1.165","NA","NA","NA","NA",NA,"NA","NA","Mix-Win"
302,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",6.78165499999999,1.06781655,1.3026331,"Equivalent yield","NA","NA","NA","0.83299999999999996","NA",6.00000000000001,1.06,"1.06","NA","NA","NA","NA",NA,"NA","NA","Mix-Win"
303,546,"Sharma S.K., Singh J.",2014,"Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions","Sharma, S. K., & Singh, J. (2014). Productivity and economics of castor (Ricinus communis) - based intercropping systems under rainfed conditions. Indian Journal of Agricultural Sciences, 84(3), 432-435.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",4.00127000000001,1.0400127,1.3273254,"Equivalent yield","NA","NA","NA","0.75270000000000004","NA",10.5,1.105,"1.105","NA","NA","NA","NA",NA,"NA","NA","Mix-Win"
304,731,"Shivaramu HS, Shivashankar K.",1992,"PERFORMANCE OF SUNFLOWER (HELIANTHUS-ANNUUS) AND SOYBEAN (GLYCINE-MAX) IN INTERCROPPING WITH DIFFERENT PLANT-POPULATIONS AND PLANTING PATTERNS","Shivaramu, H. S., & Shivashankar, K. (1992). PERFORMANCE OF SUNFLOWER (HELIANTHUS-ANNUUS) AND SOYBEAN (GLYCINE-MAX) IN INTERCROPPING WITH DIFFERENT PLANT-POPULATIONS AND PLANTING PATTERNS. Indian Journal of Agronomy, 37(2), 231-236.","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",19.7006613296206,1.19700661329621,1.19700661329621,"Cumulative grain yield","NA","NA","NA","NA","NA",39,1.39,"1.39","NA","NA","NA","NA",NA,"NA","NA","Win-Win"
