"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","Prov_services_average_percent_transf","Prov_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Nonecon_wellbeing_average_percent_transf","Nonecon_wellbeing_average","Natural_capital","Health","Education","Social_cultural_relations","Food_security","Employment","Justice","Property_rights","Combined_ecological_social_outcome"
61,106,"Choudhary V.K., Kumar P.S.",2013,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India","Choudhary, V. K., & Kumar, P. S. (2013). Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India. Archives of Agronomy and Soil Science, 59(5), 653-669. doi:10.1080/03650340.2012.665992","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",47.6580225,1.476580225,1.91791045,"Equivalent yield","1.03525","NA","NA","NA","NA",82.56757,1.8256757,"1.7513513999999999","NA","NA","NA","NA","1.9","NA","NA","Win-Mix"
62,106,"Choudhary V.K., Kumar P.S.",2013,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India","Choudhary, V. K., & Kumar, P. S. (2013). Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India. Archives of Agronomy and Soil Science, 59(5), 653-669. doi:10.1080/03650340.2012.665992","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",42.8466045,1.428466045,1.78358209,"Equivalent yield","1.07335","NA","NA","NA","NA",81.10946,1.8110946,"1.8891891999999999","NA","NA","NA","NA","1.7330000000000001","NA","NA","Win-Mix"
63,107,"Choudhary V.K., Kumar P.S., Sarkar S.K., Yadav J.S.",2013,"Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh","Choudhary, V. K., Kumar, P. S., Sarkar, S. K., & Yadav, J. S. (2013). Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh. Indian Journal of Agricultural Sciences, 83(1), 110-115.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",329.954955,4.29954955,4.29954955,"Equivalent yield","NA","NA","NA","NA","NA",100.501285,2.00501285,"1.8100257","NA","NA","NA","NA","2.2000000000000002","NA","NA","Win-Mix"
64,107,"Choudhary V.K., Kumar P.S., Sarkar S.K., Yadav J.S.",2013,"Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh","Choudhary, V. K., Kumar, P. S., Sarkar, S. K., & Yadav, J. S. (2013). Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh. Indian Journal of Agricultural Sciences, 83(1), 110-115.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",179.504505,2.79504505,2.79504505,"Equivalent yield","NA","NA","NA","NA","NA",94.51157,1.9451157,"1.6902314000000001","NA","NA","NA","NA","2.2000000000000002","NA","NA","Mix-Mix"
66,770,"Cox, H. W., Kelly, R. M., & Strong, W. M. (2010).",2010,"Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland","Cox, H. W., Kelly, R. M., & Strong, W. M. (2010). Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland. Crop & Pasture Science, 61(9), 752-762. doi:10.1071/cp09352","Plot","Experiment (research station)","Australia","Oceania","HIC","Synthetic - below threshold","rainfed",74.489183388267,1.74489183388267,1.74489183388267,"Cumulative grain yield",NA,"NA","NA","NA","NA",2.28901922450309,1.02289019224503,"NA","1.0228901922450309","NA","NA","NA","NA","NA","NA","Win-Win"
67,770,"Cox, H. W., Kelly, R. M., & Strong, W. M. (2010).",2010,"Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland","Cox, H. W., Kelly, R. M., & Strong, W. M. (2010). Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland. Crop & Pasture Science, 61(9), 752-762. doi:10.1071/cp09353","Plot","Experiment (research station)","Australia","Oceania","HIC","Synthetic - below threshold","rainfed",5.38303820391379,1.05383038203914,1.05383038203914,"Cumulative grain yield",NA,"NA","NA","NA","NA",3.50815752136555,1.03508157521366,"NA","1.0350815752136555","NA","NA","NA","NA","NA","NA","Win-Win"
68,770,"Cox, H. W., Kelly, R. M., & Strong, W. M. (2010).",2010,"Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland","Cox, H. W., Kelly, R. M., & Strong, W. M. (2010). Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland. Crop & Pasture Science, 61(9), 752-762. doi:10.1071/cp09354","Plot","Experiment (research station)","Australia","Oceania","HIC","Synthetic - below threshold","rainfed",20.1162202358136,1.20116220235814,1.20116220235814,"Cumulative grain yield",NA,"NA","NA","NA","NA",30.9981684981685,1.30998168498168,"NA","1.309981684981685","NA","NA","NA","NA","NA","NA","Win-Win"
69,770,"Cox, H. W., Kelly, R. M., & Strong, W. M. (2010).",2010,"Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland","Cox, H. W., Kelly, R. M., & Strong, W. M. (2010). Pulse crops in rotation with cereals can be a profitable alternative to nitrogen fertiliser in central Queensland. Crop & Pasture Science, 61(9), 752-762. doi:10.1071/cp09355","Plot","Experiment (research station)","Australia","Oceania","HIC","Synthetic - below threshold","rainfed",20.5106484107879,1.20510648410788,1.20510648410788,"Cumulative grain yield",NA,"NA","NA","NA","NA",27.8388278388278,1.27838827838828,"NA","1.2783882783882783","NA","NA","NA","NA","NA","NA","Win-Win"
70,118,"da Silva J.N., Neto F.B., de Lima J.S.S., Chaves A.P., Nunes R.L.C., Rodrigues G.S.O., Lino V.A.D.S., de Sá J.M., Dos Santos E.C.",2020,"Sustainability of carrot-cowpea intercropping systems through optimization of green manuring and spatial arrangements [Sustentabilidade de sistemas consorciados de cenoura e feijão-caupi por meio da otimização da adubação verde e arranjos espaciais]","da Silva, J. N., Neto, F. B., de Lima, J. S. S., Chaves, A. P., Nunes, R. L. C., Rodrigues, G. S. O., . . . Dos Santos, E. C. (2020). Sustainability of carrot-cowpea intercropping systems through optimization of green manuring and spatial arrangements. Ciencia Rural, 51(1), 1-13. doi:10.1590/0103-8478cr20190838","Plot","Experiment (on farm)","Brazil","South America","UMIC","No synthetic","irrigation",58.5,1.585,1.585,"Cumulative grain yield","NA","NA","NA","NA","NA",71.16667,1.7116667,"1.7116667000000001","NA","NA","NA","NA","NA","NA","NA","Win-Win"
78,154,"Dwivedi A., Singh A., Tomar S.S., Bankoti P., Singh O., Kumar K.",2016,"Interaction effect of maize and mashbean intercropping on sustainable production system in subtropical Zone of India","Dwivedi, A., Singh, A., Tomar, S. S., Bankoti, P., Singh, O., & Kumar, K. (2016). Interaction effect of maize and mashbean intercropping on sustainable production system in subtropical Zone of India. Nature Environment and Pollution Technology, 15(2), 661-665.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",5.39845800000001,1.05398458,1.05398458,"Non-legume yield only","NA","NA","NA","NA","NA",0,1,"NA","1","NA","NA","NA","NA","NA","NA","Mix-Mix"
81,767,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016, Feb).",2016,"Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali","Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016). Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali. Field Crops Research, 187, 113-126. doi:10.1016/j.fcr.2015.12.015","Farm","Experiment (on farm)","Mali","Africa","LIC","Synthetic - below threshold","rainfed",-19.84375,0.8015625,0.8015625,"Cumulative grain yield",NA,"NA","NA","NA","NA",4.25,1.0425,"1.0425","NA","NA","NA","NA","NA","NA","NA","Lose-Win"
82,767,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016, Feb).",2016,"Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali","Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., & Giller, K. E. (2016). Unravelling the causes of variability in crop yields and treatment responses for better tailoring of options for sustainable intensification in southern Mali. Field Crops Research, 187, 113-126. doi:10.1016/j.fcr.2015.12.016","Farm","Experiment (on farm)","Mali","Africa","LIC","No synthetic","rainfed",28.7063953488372,1.28706395348837,1.28706395348837,"Cumulative grain yield",NA,"NA","NA","NA","NA",-16.55,0.8345,"0.83450000000000002","NA","NA","NA","NA","NA","NA","NA","Win-Lose"
83,768,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., Adam, M., Sogoba, B., & Giller, K. E. (2017, Sep).",2017,"Co-learning cycles to support the design of innovative farm systems in southern Mali","Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., Adam, M., Sogoba, B., & Giller, K. E. (2017). Co-learning cycles to support the design of innovative farm systems in southern Mali. European Journal of Agronomy, 89, 61-74. doi:10.1016/j.eja.2017.06.008","Farm","Participatory Action Research","Mali","Africa","LIC","Synthetic - below threshold","rainfed",-19.84375,0.8015625,0.8015625,"Cumulative grain yield",NA,"NA","NA","NA","NA",4.25,1.0425,"1.0425","NA","NA","NA","NA","NA","NA","NA","Lose-Mix"
84,768,"Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., Adam, M., Sogoba, B., & Giller, K. E. (2017, Sep).",2017,"Co-learning cycles to support the design of innovative farm systems in southern Mali","Falconnier, G. N., Descheemaeker, K., Van Mourik, T. A., Adam, M., Sogoba, B., & Giller, K. E. (2017). Co-learning cycles to support the design of innovative farm systems in southern Mali. European Journal of Agronomy, 89, 61-74. doi:10.1016/j.eja.2017.06.009","Farm","Participatory Action Research","Mali","Africa","LIC","No synthetic","rainfed",28.7063953488372,1.28706395348837,1.28706395348837,"Cumulative grain yield",NA,"NA","NA","NA","NA",-16.55,0.8345,"0.83450000000000002","NA","NA","NA","NA","NA","NA","NA","Win-Lose"
86,176,"Feng L., Raza M.A., Chen Y., Khalid M.H.B., Meraj T.A., Ahsan F., Fan Y., Du J., Wu X., Song C., Liu C., Bawa G., Zhang Z., Yuan S., Yang F., Yang W.",2019,"Narrow-wide row planting pattern improves the light environment and seed yields of intercrop species in relay intercropping system","Feng, L., Raza, M. A., Chen, Y., Khalid, M. H. B., Meraj, T. A., Ahsan, F., . . . Yang, W. (2019). Narrow-wide row planting pattern improves the light environment and seed yields of intercrop species in relay intercropping system. PLoS ONE, 14(2). doi:10.1371/journal.pone.0212885","Plot","Experiment (research station)","China","Asia","UMIC","Synthetic - below threshold","irrigation",9.67,1.0967,1.0967,"Cumulative grain yield","NA","NA","NA","NA","NA",50.5,1.505,"1.5049999999999999","NA","NA","NA","NA","NA","NA","NA","Mix-Mix"
90,195,"Ghosh P.K., Hazra K.K., Venkatesh M.S., Praharaj C.S., Kumar N., Nath C.P., Singh U., Singh S.S.",2020,"Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run","Ghosh, P. K., Hazra, K. K., Venkatesh, M. S., Praharaj, C. S., Kumar, N., Nath, C. P., . . . Singh, S. S. (2020). Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run. Experimental Agriculture, 56(1), 142-158. doi:10.1017/s0014479719000243","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",79,1.79,1.79,"Equivalent yield","NA","NA","NA","NA","NA",0,1,"NA","NA","NA","NA","1","NA","NA","NA","Win-Mix"
92,195,"Ghosh P.K., Hazra K.K., Venkatesh M.S., Praharaj C.S., Kumar N., Nath C.P., Singh U., Singh S.S.",2020,"Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run","Ghosh, P. K., Hazra, K. K., Venkatesh, M. S., Praharaj, C. S., Kumar, N., Nath, C. P., . . . Singh, S. S. (2020). Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run. Experimental Agriculture, 56(1), 142-158. doi:10.1017/s0014479719000243","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","irrigation",12.5,1.125,1.125,"Equivalent yield","NA","NA","NA","NA","NA",0,1,"NA","NA","NA","NA","1","NA","NA","NA","Win-Mix"
96,198,"Gitari H.I., Nyawade S.O., Kamau S., Karanja N.N., Gachene C.K.K., Raza M.A., Maitra S., Schulte-Geldermann E.",2020,"Revisiting intercropping indices with respect to potato-legume intercropping systems","Gitari, H. I., Nyawade, S. O., Kamau, S., Karanja, N. N., Gachene, C. K. K., Raza, M. A., . . . Schulte-Geldermann, E. (2020). Revisiting intercropping indices with respect to potato-legume intercropping systems. Field Crops Research, 258. doi:10.1016/j.fcr.2020.107957","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",3.23800000000001,1.03238,1.03238,"Equivalent yield","NA","NA","NA","NA","NA",28,1.28,"1.28","NA","NA","NA","NA","NA","NA","NA","Win-Win"
97,198,"Gitari H.I., Nyawade S.O., Kamau S., Karanja N.N., Gachene C.K.K., Raza M.A., Maitra S., Schulte-Geldermann E.",2020,"Revisiting intercropping indices with respect to potato-legume intercropping systems","Gitari, H. I., Nyawade, S. O., Kamau, S., Karanja, N. N., Gachene, C. K. K., Raza, M. A., . . . Schulte-Geldermann, E. (2020). Revisiting intercropping indices with respect to potato-legume intercropping systems. Field Crops Research, 258. doi:10.1016/j.fcr.2020.107957","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",0.0969999999999915,1.00097,1.00097,"Equivalent yield","NA","NA","NA","NA","NA",25.5,1.255,"1.2549999999999999","NA","NA","NA","NA","NA","NA","NA","Win-Mix"
103,214,"Guvenc I., Yildirim E.",2006,"Increasing productivity with intercropping systems in cabbage production","Guvenc, I., & Yildirim, E. (2006). Increasing productivity with intercropping systems in cabbage production. Journal of Sustainable Agriculture, 28(4), 29-44. doi:10.1300/J064v28n04_04","Plot","Experiment (research station)","Turkey","Europe","UMIC","Synthetic - below threshold","irrigation",19.721386,1.19721386,1.19721386,"Non-legume yield only","NA","NA","NA","NA","NA",27.33333,1.2733333,"1.2733333","NA","NA","NA","NA","NA","NA","NA","Win-Win"
104,766,"Guvenc, I., & Yildirim, E. (2005, Dec).",2005,"Intercropping with eggplant for proper utilisation of interspace under greenhouse conditions","Guvenc, I., & Yildirim, E. (2005). Intercropping with eggplant for proper utilisation of interspace under greenhouse conditions. European Journal of Horticultural Science, 70(6), 300-302.","Plot","Experiment (research station)","Turkey","Asia","UMIC","Synthetic - below threshold","irrigation",-6.35276844468962,0.936472315553104,0.936472315553104,"Non-legume yield only","NA","NA","NA","NA","NA",13,1.13,"1.1299999999999999","NA","NA","NA","NA","NA","NA","NA","Lose-Win"
106,220,"Harsono A., Elisabeth D.A.A., Muzaiyanah S., Rianto S.A.",2020,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia","Harsono, A., Elisabeth, D. A. A., Muzaiyanah, S., & Rianto, S. A. (2020). Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia. Biodiversitas, 21(8), 3744-3754. doi:10.13057/biodiv/d210842","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - above threshold","rainfed",34.505588,1.34505588,1.34505588,"Cumulative grain yield","NA","NA","NA","NA","NA",59,1.59,"1.59","NA","NA","NA","Positive","NA","NA","NA","Win-Mix"
107,220,"Harsono A., Elisabeth D.A.A., Muzaiyanah S., Rianto S.A.",2020,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia","Harsono, A., Elisabeth, D. A. A., Muzaiyanah, S., & Rianto, S. A. (2020). Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia. Biodiversitas, 21(8), 3744-3754. doi:10.13057/biodiv/d210842","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - above threshold","irrigation",7.47249400000001,1.07472494,1.07472494,"Cumulative grain yield","NA","NA","NA","NA","NA",40,1.4,"1.4","NA","NA","NA","Positive","NA","NA","NA","Win-Mix"
108,765,"Harsono, A., & Pratiwi, H. (2017, May).",2017,"The increase of Ultisol productivity based on intercropping cassava with peanut and soybean","Harsono, A., & Pratiwi, H. (2017). The increase of Ultisol productivity based on intercropping cassava with peanut and soybean. Nusantara Bioscience, 9(2), 157-163. doi:10.13057/nusbiosci/n090209","Plot","Experiment (research station)","Indonesia","Asia","LMIC","Synthetic - above threshold","rainfed",124.255474086586,2.24255474086586,2.24255474086586,"Cumulative grain yield","NA","NA","NA","NA","NA",140.75,2.4075,"2.4074999999999998","NA","NA","NA","NA","NA","NA","NA","Win-Mix"
111,762,"Isaacs KB, Snapp SS, Chung K, Waldman KB.",2016,"Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda.","Isaacs, K. B., Snapp, S. S., Chung, K., & Waldman, K. B. (2016). Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda. Food Security, 8(3), 491-506. doi:10.1007/s12571-016-0582-x","Plot","Experiment (research station)","Rwanda","Africa","LIC","Synthetic - below threshold","rainfed",-1.74005681818182,0.982599431818182,0.982599431818182,"Cumulative grain yield","NA","NA","NA","NA","NA",50.9463087248322,1.50946308724832,"1.58","1.4389261744966444","NA","NA","NA","NA","NA","NA","Lose-Win"
112,762,"Isaacs KB, Snapp SS, Chung K, Waldman KB.",2016,"Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda.","Isaacs, K. B., Snapp, S. S., Chung, K., & Waldman, K. B. (2016). Assessing the value of diverse cropping systems under a new agricultural policy environment in Rwanda. Food Security, 8(3), 491-506. doi:10.1007/s12571-016-0582-x","Plot","Experiment (research station)","Rwanda","Africa","LIC","Synthetic - below threshold","rainfed",46.25,1.4625,1.4625,"Cumulative grain yield","NA","NA","NA","NA","NA",18.9561403508772,1.18956140350877,"0.92999999999999994","1.4491228070175439","NA","NA","NA","NA","NA","NA","Win-Mix"
113,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",-8.5858585858586,0.914141414141414,0.914141414141414,"Cumulative grain yield","NA","NA","NA","NA","NA",30,1.3,"1.6","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
114,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",-15.6565656565657,0.843434343434343,0.843434343434343,"Cumulative grain yield","NA","NA","NA","NA","NA",22.5,1.225,"1.45","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
115,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",-15.1515151515151,0.848484848484849,0.848484848484849,"Cumulative grain yield","NA","NA","NA","NA","NA",29.5,1.295,"1.59","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
116,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",-15.6565656565657,0.843434343434343,0.843434343434343,"Cumulative grain yield","NA","NA","NA","NA","NA",25,1.25,"1.5","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
117,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",13.3333333333333,1.13333333333333,1.13333333333333,"Cumulative grain yield","NA","NA","NA","NA","NA",19,1.19,"1.38","NA","NA","NA","NA","1","NA","NA","Win-Mix"
118,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",9.16666666666668,1.09166666666667,1.09166666666667,"Cumulative grain yield","NA","NA","NA","NA","NA",22,1.22,"1.44","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
119,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",-4.16666666666667,0.958333333333333,0.958333333333333,"Cumulative grain yield","NA","NA","NA","NA","NA",19.5,1.195,"1.39","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
120,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",1.66666666666666,1.01666666666667,1.01666666666667,"Cumulative grain yield","NA","NA","NA","NA","NA",20,1.2,"1.4","NA","NA","NA","NA","1","NA","NA","Win-Mix"
121,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",22,1.22,1.22,"Cumulative grain yield","NA","NA","NA","NA","NA",30,1.3,"1.6","NA","NA","NA","NA","1","NA","NA","Win-Mix"
122,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",5.33333333333335,1.05333333333333,1.05333333333333,"Cumulative grain yield","NA","NA","NA","NA","NA",22,1.22,"1.44","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
123,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",0,1,1,"Cumulative grain yield","NA","NA","NA","NA","NA",25,1.25,"1.5","NA","NA","NA","NA","1","NA","NA","Mix-Mix"
124,251,"Islami T., Guritno B., Utomo W.H.",2011,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia","Islami, T., Guritno, B., & Utomo, W. H. (2011). Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia. Journal of Tropical Agriculture, 49, 31-39.","Plot","Experiment (on farm)","Indonesia","Asia","LMIC","Synthetic - below threshold","irrigation",6.66666666666667,1.06666666666667,1.06666666666667,"Cumulative grain yield","NA","NA","NA","NA","NA",28,1.28,"1.56","NA","NA","NA","NA","1","NA","NA","Win-Mix"
125,258,"Jat R.D., Jat H.S., Nanwal R.K., Yadav A.K., Bana A., Choudhary K.M., Kakraliya S.K., Sutaliya J.M., Sapkota T.B., Jat M.L.",2018,"Conservation agriculture and precision nutrient management practices in maize-wheat system: Effects on crop and water productivity and economic profitability","Jat, R. D., Jat, H. S., Nanwal, R. K., Yadav, A. K., Bana, A., Choudhary, K. M., . . . Jat, M. L. (2018). Conservation agriculture and precision nutrient management practices in maize-wheat system: Effects on crop and water productivity and economic profitability. Field Crops Research, 222, 111-120. doi:10.1016/j.fcr.2018.03.025","Farm","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","irrigation",20.427,1.20427,1.20427,"Equivalent yield","NA","NA","NA","NA","NA",20.39,1.2039,"1.2039","NA","NA","NA","NA","NA","NA","NA","Win-Win"
134,282,"Kermah M., Franke A.C., Adjei-Nsiah S., Ahiabor B.D.K., Abaidoo R.C., Giller K.E.",2017,"Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana","Kermah, M., Franke, A. C., Adjei-Nsiah, S., Ahiabor, B. D. K., Abaidoo, R. C., & Giller, K. E. (2017). Maize-grain legume intercropping for enhanced resource use efficiency and crop productivity in the Guinea savanna of northern Ghana. Field Crops Research, 213, 38-50. doi:10.1016/j.fcr.2017.07.008","Field","Experiment (on farm)","Ghana","Africa","LMIC","Synthetic - below threshold","rainfed",-8.72093,0.9127907,0.9127907,"Cumulative grain yield","NA","NA","NA","NA","NA",33,1.33,"1.33","NA","NA","NA","NA","Negative","NA","NA","Mix-Mix"
